English_Name,Chinese_Name,Gender,Alignment,Power_Type,Detailed_Power,MCU_Presence,Movie_Count,Primary_Team,Mentor_CN,Risk_Level,Social_Style
"POWER, DR. JIM",吉姆·鲍尔博士,男,反派,科技,通过实验获得超强体能和能量操控能力，能发射能量冲击波，增强自身力量与速度。,否,0,无固定阵营,无,4,孤傲
MR. FANTASTIC DOPPEL,神奇先生杜佩尔,男,反派,变异,拥有与神奇先生相似的橡胶般延展身体能力，但能力不稳定且受控于他人，常被反派利用进行伪装或破坏。,否,0,无固定阵营,无,4,受控傀儡
LIZARD/DR. CURTIS CO,蜥蜴人/科特·康纳斯博士,男,反派,变异,通过蜥蜴血清获得再生能力、超强力量、敏捷性、攀爬能力和部分爬行动物特征，但会失去人性。,是,1,无固定阵营（通常为独立反派）,无,7,孤傲/偏执
TEXAS TWISTER/DREW D,德克萨斯旋风/德鲁·D,男,反派,变异,能够通过高速旋转身体制造强大的龙卷风，用于攻击、防御或移动，并能控制风力方向。,否,0,邪恶大师,泽莫男爵,4,团队追随者
DEVIL-SLAYER/ERIC SI,恶魔杀手/埃里克·斯,男,正派,魔法,使用魔法斗篷召唤恶魔、操控阴影、进行空间传送，并拥有强大的近战格斗能力。,否,0,午夜之子,奇异博士,5,孤傲
VANISHER,瞬移者,男,反派,变异,拥有瞬间移动能力，可传送自身或他人至任何已知地点，但需集中精神且距离有限。,否,0,X战警反派/兄弟会,万磁王,4,孤傲
MYSTERIO/QUENTIN BEC,神秘客/昆汀·贝克,男,反派,科技,利用全息投影、无人机、化学烟雾和催眠技术制造幻象，欺骗对手，无实际超能力。,是,1,无固定阵营（曾伪装为英雄）,无,7,欺诈大师/表演型人格
MOLECULE MAN/OWEN RE,分子人/欧文·里斯,男,中立,宇宙能量,拥有操控所有物质分子的能力，可重塑现实，是漫威宇宙中最强大的存在之一。,否,0,无固定阵营,超越者,10,孤傲
MENTOR/ALARS [ETERNA,导师/阿拉尔斯 [永恒族,男,正派,神力,作为永恒族领袖，拥有超强智力、能量操控、飞行、不朽寿命及创造科技的能力。,是,1,永恒族,天神组,3,团队核心
BATTLESTAR/LEMAR HOS,战星/勒马尔·霍斯,男,正派,科技,通过超级士兵血清增强体能，身穿高科技战斗服，擅长近战格斗与战术指挥。,否,0,美国密探的搭档/神盾局,美国密探（约翰·沃克）,4,忠诚伙伴/团队支持者
"KINCAID, DR. KEITH",基思·金凯德博士,男,反派,科技,拥有天才级智力，擅长开发先进武器和机器人技术，通过科技装备增强自身战斗能力。,否,0,九头蛇,红骷髅,6,孤傲
VENOM/EDDIE BROCK,毒液/艾迪·布洛克,男,中立,变异,共生体赋予的超强力量、速度、自愈能力，可变形伪装，对蜘蛛感应免疫，弱点为声波和火焰。,否,3,无固定阵营,无,7,孤傲/双重身份
"STACY, JILL",吉尔·史黛西,女,正派,格斗,作为纽约警察局警官，具备出色的格斗技巧、射击能力和侦查技能，无超能力。,否,0,纽约警察局,乔治·史黛西,2,坚韧独立
SAURON/DR. KARL LYKO,索伦/卡尔·莱科博士,男,反派,变异,拥有变身为翼龙形态的能力，具备飞行、超强力量、再生能力和催眠凝视，能通过咬伤传播变种基因。,否,0,无固定阵营，常与变种人反派合作,无明确导师,7,孤傲/偏执
THANOS DOPPELGANGER,灭霸分身,非人类,反派,神力,拥有灭霸的物理力量、耐力、战斗技巧和无限手套的复制品，但缺乏灭霸的智慧和意志力，是魔法创造的复制体。,否,0,无固定阵营,无,7,孤傲
"LE FEY, MORGAN",摩根·勒菲,女,反派,魔法,精通强大黑魔法，能操控时间、空间和现实，召唤恶魔，施展诅咒，并拥有不朽生命。,否,0,无固定阵营，常作为独立反派或与黑暗势力结盟,无明确核心导师，但受亚瑟王传说和魔法传统影响,9,孤傲
SWORDSMAN/JACQUES DU,剑客/雅克·杜,男,反派,格斗,精通剑术和武术，使用能量剑，无超能力但格斗技巧高超。,否,0,九头蛇,无明确核心导师,4,孤傲
WATER WIZARD/PETE,水巫师/皮特,男,反派,魔法,能够操控水流，制造水龙卷和水墙进行攻击和防御。,否,0,无,无,3,孤傲
GAEA,盖亚,女,正派,神力,地球的化身，拥有操控自然、生命、大地和能量的神力，是地球的守护者和生命之源。,否,0,天神组/地球守护者,无,10,神秘莫测
ASP II/CLEO,克莱奥/克莱奥,女,正派,科技,通过高科技装备获得蜘蛛侠般的超能力，包括超强力量、敏捷性、攀爬能力和蛛网发射器。,否,0,神盾局,尼克·弗瑞,4,团队合作
"CUSHING, KATE",凯特·库欣,女,正派,格斗,没有超能力，但精通格斗技巧、战术策略和武器使用，是神盾局特工。,否,0,神盾局,尼克·弗瑞,3,团队合作
EPOCH,纪元,男,正派,宇宙能量,能够操控时间，包括时间旅行、时间暂停、加速或减速时间流动，以及观察时间线分支。,否,0,无固定阵营，常与复仇者联盟等英雄合作,无,7,孤傲
"SZARDOS, MARGALI",玛格丽·萨尔多斯,女,中立,魔法,精通黑魔法与白魔法，擅长占卜、召唤、变形术，能操控能量与灵魂，是强大的女巫。,否,0,魔法界/罗马尼吉普赛部落,无明确核心导师,7,神秘/孤傲/部落领袖
ZIRAN,自然,非人类,反派,宇宙能量,掌控自然元素，能操控植物、动物、天气和大地，是地球原始自然力量的化身。,否,0,无固定阵营,无,8,孤傲
"CHENEY, LILA",莱拉·切尼,女,反派,科技,拥有先进的网络黑客技术，能入侵并控制神盾局等组织的安全系统，擅长信息战和电子干扰。,否,0,九头蛇,亚历山大·皮尔斯,6,双重间谍
ORACLE/LADY SIBYL,神谕/女先知,女,中立,魔法,拥有预知未来的能力，通过魔法仪式或水晶球揭示潜在事件，但预言常具模糊性。,否,0,无固定阵营,无,3,神秘莫测
ARCANNA/ARCANNA JONE,阿尔卡娜/阿尔卡娜·琼斯,女,正派,魔法,精通魔法，能操控能量、飞行、制造幻象，并拥有预知能力。,否,0,捍卫者联盟,奇异博士,4,团队核心
BOLT II/CHRIS BRADLE,闪电侠II/克里斯·布拉德利,男,正派,变异,能生成和操控电磁能量，发射闪电束，进行高速飞行，并具备一定的电磁感应能力。,否,0,X战警,X教授,4,团队核心
"HAMMER, JUSTIN",贾斯汀·汉默,男,反派,科技,无超能力，但拥有天才商业头脑和军事工业资源，通过科技武器制造和雇佣反派来达成目的。,是,1,汉默工业,无,6,野心勃勃/善于操纵/双重交易
THUNDERBIRD III/NEAL,雷鸟三世/尼尔,男,正派,变异,拥有超人的力量、速度、耐力、飞行能力以及能量吸收和释放雷电的能力。,否,0,X战警,X教授,5,团队核心
SILVERMANE/SILVIO MA,银鬃/西尔维奥·马,男,反派,科技,通过实验获得超强力量和耐力，使用机械外骨骼增强战斗能力，是纽约黑帮头目。,否,0,无固定阵营（主要作为蜘蛛侠反派）,无,5,孤傲/犯罪头目
BOX IV/MADISON JEFFR,盒子四号/麦迪逊·杰弗,女,正派,科技,通过高科技外骨骼装甲获得超强力量、飞行能力、能量武器和防御力场。,否,0,阿尔法飞行队,罗杰·布伊西,4,团队合作者
EGO,伊戈,非人类,反派,宇宙能量,拥有古老宇宙意识，能操控物质、创造分身、吸收生命能量，核心是一颗活体行星。,是,1,无固定阵营,无,9,孤傲
SCANNER II,扫描者二世,女,反派,科技,拥有高科技扫描与信息处理能力，能入侵电子系统、分析目标弱点，并配备能量武器进行战斗。,否,0,九头蛇,红骷髅,6,双重间谍
PROWLER/HOBIE BROWN,潜行者/霍比·布朗,男,反派,科技,通过高科技装备获得强化力量、敏捷度、攀爬能力和能量冲击，并配备爪子和滑翔翼等武器。,否,0,无固定核心阵营,无,4,孤傲
"MERRYWEATHER, IRENE",艾琳·梅里韦瑟,女,反派,科技,作为九头蛇特工，擅长使用高科技武器和装备进行战斗与情报活动。,否,0,九头蛇,红骷髅,4,双重间谍
"WINGFOOT, WYATT",飞足，怀亚特,男,正派,科技,通过高科技靴子获得飞行能力，具备空中格斗技巧和战术分析能力。,否,0,神盾局,尼克·弗瑞,3,忠诚下属
DORMAMMU,多玛姆,非人类,反派,魔法,黑暗维度的主宰，拥有近乎无限的魔法力量，能操控黑暗能量、扭曲现实、创造维度，并几乎不朽。,是,1,无固定阵营（黑暗维度势力）,无,10,孤傲
DRACULA/VLAD TEPES,德古拉/弗拉德·采佩什,非人类,反派,魔法,吸血鬼始祖，拥有超强力量、速度、再生能力，可变形为蝙蝠或雾，通过咬伤传播诅咒。,否,0,吸血鬼部族,无,8,孤傲
"POWER, MARGARET",玛格丽特·鲍尔,女,反派,变异,拥有超人的力量、速度和耐力，能发射能量冲击波，并具备飞行能力。,否,0,邪恶大师,泽莫男爵,6,忠诚追随者
NIGHTHAWK/KYLE RICHM,夜鹰/凯尔·里奇蒙,男,正派,科技/格斗,精通武术和侦探技能，使用高科技装备如滑翔翼和夜视镜，无超能力但体能卓越。,否,0,捍卫者联盟,无明确核心导师,3,孤傲/侦探风格
WHIZZER III/JAMES SA,疾速侠三世/詹姆斯·萨,男,正派,变异,拥有超人类速度，能高速移动、快速反应和制造冲击波，速度接近音速。,否,0,复仇者联盟,美国队长,3,团队合作者
KRISTOFF/KRISTOFF VE,克里斯托夫·维尔纳夫,男,反派,科技,通过毁灭博士的科技改造获得超人类体能、能量发射和飞行能力，并继承了毁灭博士的部分知识。,否,0,毁灭博士阵营,毁灭博士,6,忠诚追随者
"LUBENSKI, NATE","卢本斯基, 内特",男,中立,科技,精通先进武器和战术装备，具备高超的战术分析能力，无超自然能力。,否,0,神盾局,尼克·弗瑞,3,冷静分析
"ROBERTSON, MARTHA",玛莎·罗伯逊,女,正派,格斗,无超能力，作为《号角日报》记者，擅长调查报道，是蜘蛛侠彼得·帕克的同事和盟友。,否,0,号角日报,J·乔纳·詹姆森,1,友善正直
MANTIS/? BRANDT,螳螂女/布兰特,女,正派,宇宙能量,拥有强大的心灵感应能力，能感知和影响他人情绪，甚至安抚或催眠目标。,是,3,银河护卫队,星爵,3,天真善良
"SIKORSKY, RAYMOND",雷蒙德·西科尔斯基,男,正派,科技,神盾局高级特工，无超能力，但精通情报分析、战术指挥和多种格斗技巧，是神盾局内部的重要智囊。,否,0,神盾局,尼克·弗瑞,3,冷静理智
EEL II/EDWARD LAVELL,鳗人二世/爱德华·拉维尔,男,反派,变异,拥有鳗鱼般的滑行、水下呼吸能力，皮肤可分泌粘液，具备一定水下战斗技巧。,否,0,邪恶大师,鳗人一世/利奥波德·斯特赖克,3,追随者
PLUTO [OLYMPIAN],冥王[奥林匹亚],非人类,反派,神力,作为希腊神话冥界之神，拥有操控死亡、灵魂、黑暗能量的神力，能召唤亡灵，掌控冥界领域。,否,0,奥林匹亚众神,无,9,孤傲
RED WOLF III/WILL TA,红狼三世/威尔·塔,男,正派,格斗,精通格斗技巧、追踪与生存技能，使用传统武器如弓箭和战斧，无超自然能力。,否,0,复仇者联盟,鹰眼,3,团队合作者
SHOCKER/HERMAN SCHUL,震荡者/赫尔曼·舒尔,男,反派,科技,使用自制的振动手套和护甲，能产生强力冲击波，用于攻击、破坏或防御，但依赖装备。,是,1,无固定阵营，常为雇佣罪犯或独立反派,无,4,孤傲
DAREDEVIL DOPPELGANG,夜魔侠复制体,男,反派,变异,拥有与夜魔侠完全相同的超感官能力，包括超级听觉、触觉、嗅觉、味觉及雷达感官，但缺乏夜魔侠的格斗技巧与道德准则。,否,0,无固定阵营,无,4,孤傲
RINTRAH,林特拉,非人类,正派,魔法,林特拉是魔法生物，拥有强大的魔法能力，能够操控神秘能量进行防御、攻击和传送，是奇异博士的盟友。,是,1,至尊圣所,古一,3,忠诚盟友
KRO [DEVIANT],克罗[异变族],非人类,反派,变异,异变族首领，拥有超强再生能力、变形能力、能量吸收和发射，能操控其他异变族。,是,1,异变族,天神族,8,孤傲
"CORTEZ, FABIAN",法比安·科尔特斯,男,反派,科技,拥有超强体能、敏捷性和耐力，精通多种格斗技巧，配备高科技装备如能量武器和防护服。,否,0,九头蛇,红骷髅,4,忠诚执行者
MAN-KILLER/KATRINA L,杀人魔/卡特里娜·L,女,反派,科技,通过强化战斗服获得超级力量、速度和耐力，擅长格斗与暗杀，装备有致命武器。,否,0,无固定阵营（常作为雇佣兵或独立反派）,无,6,孤傲
ROMA,罗马,女,正派,魔法,拥有强大的魔法能力，能操控现实、创造维度，是多元宇宙的守护者之一。,否,0,英国队长军团,梅林,8,孤傲
TOMBSTONE/LONNIE THO,墓碑/朗尼·汤姆森,男,反派,变异,通过实验获得超强力量、速度、耐力，皮肤如石头般坚硬，牙齿锋利如獠牙。,否,0,无固定阵营，常作为雇佣反派或独立行动,无明确导师,6,孤傲/暴力倾向
"JONES, CHARLOTTE",夏洛特·琼斯,女,正派,变异,拥有超强的心灵感应能力，能够读取他人思想并进行精神攻击，同时具备预知未来的潜力。,否,0,X战警,X教授,5,内向谨慎
PHOENIX II,凤凰女二代,女,正派,宇宙能量,继承凤凰之力碎片，拥有强大的心灵感应、念动力和能量操控能力，能释放毁灭性宇宙火焰。,否,0,X战警,琴·葛蕾,8,孤傲
"LANG, CASSANDRA CASS",凯西·朗,女,正派,科技,使用蚁人战衣，可缩小至亚原子级别并保留正常力量，控制蚂蚁等昆虫，通过皮姆粒子实现大小变化。,是,2,复仇者联盟,斯科特·朗,3,团队核心
QUICKSAND,流沙,女,反派,变异,能够将身体转化为沙状物质，控制沙子进行攻击、防御和变形，并能通过沙子感知周围环境。,否,0,邪恶大师,暂无明确核心导师,5,孤傲
LEGION II/DAVID HALL,军团二世/大卫·霍尔,男,反派,变异,拥有超强心灵感应和心灵控制能力，能操纵他人思想、制造幻觉，并能进行精神攻击。,否,0,地狱火俱乐部,塞巴斯蒂安·肖,7,孤傲
KARKAS [DEVIANT],卡卡斯[异人族],非人类,中立,变异,拥有超强力量和耐力，皮肤坚硬如岩石，是异人族基因突变产物，智力相对较低。,否,0,异人族,黑蝠王,3,忠诚追随者
GREY GARGOYLE/PAUL P,灰石像鬼/保罗·皮埃尔·杜瓦尔,男,反派,魔法,通过触摸将生物或物体瞬间转化为石头，自身可石化并保持意识活动，拥有超强力量和耐久性。,否,0,无固定阵营，常作为独立反派或临时加入反派组织,无,7,孤傲
"GREY, ELAINE",伊莱恩·格雷,女,正派,变异,拥有心灵感应、念动力、能量操控等强大变种能力，潜力巨大但需控制。,否,0,X战警,查尔斯·泽维尔,8,孤傲
CAPTAIN MARVEL III/G,惊奇队长III/G,女,正派,宇宙能量,拥有宇宙能量赋予的飞行、超强力量、能量吸收与释放、超光速飞行及宇宙感知能力。,否,0,复仇者联盟,惊奇队长（卡罗尔·丹弗斯）,7,团队核心
"DRUMM, JERICHO",杰里科·德拉姆,男,反派,魔法,作为至尊法师的宿敌，精通黑魔法，能召唤恶魔、操控黑暗能量，并拥有强大的魔法攻击和防御能力。,否,0,无固定阵营，常作为独立反派或与黑暗势力合作,无明确导师，自学黑魔法,8,孤傲
MASTERMIND/JASON WYN,大师/杰森·温,男,反派,变异,拥有强大的心灵感应能力，能制造逼真的幻觉、操控他人思想，并读取记忆。,否,0,地狱火俱乐部,塞巴斯蒂安·肖,8,阴谋家
M,M,女,正派,变异,拥有强大的心灵感应能力，能读取、操控他人思维，制造精神攻击，并具备飞行和能量投射能力。,否,0,X战警,X教授,6,孤傲
IRONCLAD,铁甲,男,反派,变异,通过实验获得超强力量、耐力、皮肤硬化能力，能承受极端物理攻击，但精神不稳定。,否,0,邪恶大师,泽莫男爵,6,暴力冲动
EBONY,埃博尼,非人类,反派,宇宙能量,拥有强大的宇宙能量操控能力，能进行空间传送、能量投射和精神控制，是灭霸的黑暗使者之一。,是,1,灭霸军团,灭霸,7,冷酷执行者
"TOWER, BLAKE",布莱克·托尔,男,反派,科技,拥有高科技装备和武器，擅长战术策划与电子战，具备出色的战斗技巧和领导能力。,否,0,九头蛇,红骷髅,7,孤傲
VALINOR,瓦林诺,非人类,中立,宇宙能量,作为宇宙实体，拥有操控现实、能量投射和跨维度旅行的能力，通常以星球形态存在。,否,0,宇宙实体/独立存在,无,8,孤傲
VOLCANA/MARSHA ROSEN,火山女/玛莎·罗森,女,反派,变异,身体可转化为熔岩形态，产生并操控高温岩浆，免疫火焰伤害。,否,0,邪恶大师,暂无明确核心导师,5,孤傲
HAMMERHEAD,锤头,男,反派,科技,通过手术将头骨替换为坚不可摧的金属，拥有超强头部撞击能力，精通街头格斗和枪械使用。,否,0,纽约黑帮/犯罪组织,无明确核心导师,4,冷酷/暴力/黑帮头目
NIGHTMARE/EDVARD HAB,梦魇/爱德华·哈布,非人类,反派,魔法,作为梦之维度的统治者，能操控梦境、入侵他人梦境、制造恐怖幻象，并利用恐惧增强自身力量。,否,0,无固定阵营,无,7,孤傲
MASTER/ESHU,大师/埃舒,男,反派,魔法,作为非洲巫毒神祇，拥有强大的魔法能力，包括变形、操控现实、召唤亡灵和制造幻象。,否,0,无固定核心阵营，常作为独立反派或与巫毒相关角色对抗,无,7,孤傲
KRAVEN THE HUNTER/SE,猎人克莱文/谢尔盖·克拉维诺夫,男,反派,变异,通过饮用神秘药水获得超人类力量、速度、敏捷性和感官，精通狩猎技巧和格斗术，能短暂与动物沟通。,否,0,邪恶六人组,无,7,孤傲
SERGEI,谢尔盖,男,反派,科技,通常指代“红卫兵”谢尔盖·克拉维诺夫，苏联时期改造的超级士兵，拥有超人的力量、速度、耐力和格斗技巧。,否,0,苏联超级士兵项目/红卫兵,无明确核心导师,4,孤傲/忠诚于国家
IRON MAN DOPPELGANGE,钢铁侠替身,非人类,反派,科技,由奥创创造的机器人，外形和能力模仿钢铁侠，拥有能量炮、飞行和战斗技能。,否,0,奥创军团,奥创,5,服从指令
"COUNT NEFARIA, LUCHI",卢奇·内法里亚伯爵,男,反派,科技,通过离子能量强化获得超级力量、速度、耐力、飞行能力及能量投射，但依赖设备维持。,否,0,雷霆特工队/邪恶大师,无,8,孤傲
RED GUARDIAN V,红色守卫者五号,男,正派,科技,通过苏联超级士兵血清强化，拥有超人的力量、耐力、速度和反应能力，精通各种武器和格斗技巧。,是,1,苏联超级士兵计划,阿列克谢·肖斯塔科夫,4,忠诚战士
BOVA,波娃,女,正派,变异,拥有牛头人身，具备超常力量、耐久力和智力，能进行心灵感应和跨维度感知。,否,0,英国队长军团,梅林,3,智慧守护者
MADAME MASQUE/GIULIE,面具夫人/朱莉,女,反派,科技/格斗,精通格斗技巧，使用高科技面具和武器，擅长伪装和间谍活动。,否,0,九头蛇/独立反派,无明确导师,6,孤傲/双重间谍
ANGAR THE SCREAMER/D,尖叫者安加尔/D,男,反派,变异,通过声波攻击，能发出高频尖叫，造成物理伤害和精神干扰，使目标痛苦或失去行动能力。,否,0,无固定核心阵营,无,4,孤傲
S'YM,赛姆,非人类,反派,魔法,恶魔形态，拥有超强力量、耐力、飞行能力，并能操控黑暗能量和召唤恶魔仆从。,否,0,地狱火俱乐部,黑皇后塞勒涅,7,忠诚仆从
PORCUPINE/ALEX GENTR,豪猪/亚历克斯·金特,男,反派,科技,身穿高科技豪猪战甲，具备超强防御、能量发射和近战攻击能力。,否,0,无固定阵营,无,4,孤傲
ARCLIGHT/PHILLIPA SO,弧光/菲利帕·索,女,反派,变异,通过跺脚或拍手产生强大的地震波，能震碎建筑物、引发地面裂缝，并造成眩晕效果。,否,0,掠夺者,万磁王,6,忠诚追随者
STRANGER,陌生人,非人类,反派,宇宙能量,拥有近乎全能的神级力量，包括宇宙能量操控、物质重组、维度旅行、创造生命、心灵感应等，是宇宙级实体。,否,0,无固定阵营,无,10,孤傲
GAMMENON [CELESTIAL],伽玛农[天神],非人类,中立,宇宙能量,作为天神组成员，拥有创造和毁灭星系的宇宙级力量，能操控能量和物质，近乎不朽。,否,0,天神组,无,10,孤傲
"MCLAREN, MEGAN",梅根·麦克拉伦,女,反派,科技,精通先进科技装备，擅长使用高科技武器和战术，具备出色的战斗技巧和情报分析能力。,否,0,九头蛇,红骷髅,4,双重间谍
EXODUS/BENNET DUPARI,出埃及记/本内特·杜帕里,男,反派,变异,拥有强大的心灵感应和心灵控制能力，能进行精神攻击、制造幻象、读取思想，并具备飞行和能量投射能力。,否,0,变种人兄弟会,万磁王,8,狂热信徒
CLOWN/CRAFTY ELIOT F,小丑/狡猾的埃利奥特·F,男,反派,科技,精通各种高科技装备和武器，擅长制造混乱和恐怖袭击，无超自然能力。,否,0,无固定阵营,无,4,孤傲
X-RAY,X射线,男,反派,变异,能够发射高强度X射线，穿透物体并造成伤害，自身对辐射有一定抵抗力。,否,0,无固定核心阵营（常作为雇佣反派或独立行动）,无明确导师,4,孤傲
"ROSS, EVERETT KENNET",埃弗雷特·肯尼特·罗斯,男,正派,格斗,无超能力，但精通军事战术、格斗技巧和武器使用，是经验丰富的特种部队指挥官。,是,约3部,美国军方/联合国特别行动组,无明确核心导师,3,纪律严明/忠诚可靠/军方作风
SLEEPWALKER,梦游者,男,正派,魔法,能够进入并操控他人的梦境，在梦境中拥有超强力量，并能将梦境中的事物部分带入现实。,否,0,午夜之子,奇异博士,4,孤傲
BLACK TOM CASSIDY,黑汤姆·卡西迪,男,反派,变异,能控制植物生长，与植物共生并从中汲取能量，增强力量与耐力，可发射能量冲击波。,否,0,地狱火俱乐部,塞巴斯蒂安·肖,6,孤傲
COLLECTIVE MAN,集体人,男,反派,变异,由五胞胎兄弟组成，可合体为巨大战士，共享感官与思维，力量、速度、耐力大幅增强。,否,0,人民保卫力量,无,4,团队协作
DEFENSOR,防御者,男,正派,科技,通过高科技装甲获得飞行、能量护盾、能量冲击波和超强防御力，擅长战术分析和团队支援。,否,0,复仇者联盟,托尼·斯塔克,3,团队支援
"PEREGRINE, LE/FRANCK",游隼/弗兰克·勒,男,反派,科技,使用高科技飞行翼进行空中作战，配备能量武器和增强型装甲，具备出色的飞行机动性和战术打击能力。,否,0,九头蛇,红骷髅,6,忠诚执行者
"BANNON, LANCE",兰斯·班农,男,反派,科技,精通先进武器和战术装备，擅长使用高科技武器和装甲进行战斗，具备出色的战略指挥能力。,否,0,九头蛇,红骷髅,6,冷酷高效
CERISE II [SHI'AR],樱桃二世[希阿],女,正派,宇宙能量,能够操控宇宙能量，形成能量护盾和能量攻击，具备飞行能力，是希阿帝国皇家卫队成员。,否,0,希阿帝国皇家卫队,无明确核心导师,4,忠诚战士
VECTOR,矢量,男,反派,变异,能够控制物体运动的方向和速度，包括子弹、车辆等，使其按自己意愿移动。,否,0,邪恶大师,暂无明确导师,5,孤傲
