English_Name,Chinese_Name,Gender,Alignment,Power_Type,Detailed_Power,MCU_Presence,Movie_Count,Primary_Team,Mentor_CN,Risk_Level,Social_Style,degree_score,betweenness_score,faction_id,Cross_Index,Image_URL,Loyalty_Score
DAYTRIPPER/AMANDA SE,日行者/阿曼达·塞,女,正派,魔法,能够通过魔法感知并穿越多元宇宙，在时间与空间中短暂跳跃，但能力不稳定且消耗巨大。,否,0,无固定阵营，常与奇异博士等魔法系英雄合作,奇异博士,3,神秘低调,0.0363211223694466,0.0007551278273368,5,0.7272,pic\pic/shield_logo.webp,0.3305
DR. OCTOPUS/OTTO OCT,章鱼博士/奥托·奥克塔维斯,男,反派,科技,通过神经连接的机械触手，拥有超强力量、灵活性和远程操控能力，同时是天才核物理学家。,是,2,邪恶六人组,无,8,孤傲/偏执,0.0361652377240841,0.0008634527727122,1,0.7183,pic\pic/shield_logo.webp,0.181
CHARCOAL/CHARLIE BUR,木炭/查理·伯尔,男,反派,变异,身体可转化为高密度碳结构，具备超强防御力、力量及火焰抗性，并能发射碳碎片攻击。,否,0,无固定阵营,无,4,孤傲,0.0360093530787217,0.0006204574979785,12,0.7345,pic\pic/shield_logo.webp,0.1775
RICTOR/JULIO ESTEBAN,震荡/胡里奥·埃斯特班,男,正派,变异,能够通过双手释放强大的地震波，引发局部地震或破坏性冲击波，并能感知地壳运动。,否,0,X战警,X教授,4,团队合作者,0.0358534684333593,0.0008061563854508,5,0.6954,pic\pic/shield_logo.webp,0.313
SABRA/RUTH BAT-SERAP,萨布拉/露丝·巴特-塞拉普,女,正派,变异,通过以色列超级士兵计划获得超人类力量、速度、耐力、敏捷性和快速愈合能力。,否,0,以色列情报机构（摩萨德），曾与X战警合作,无明确核心导师,4,孤傲,0.0355416991426344,0.0003799377713491,2,0.527,pic\pic/shield_logo.webp,0.5219
SKIN/ANGELO ESPINOSA,皮肤/安吉洛·埃斯皮诺萨,男,正派,变异,皮肤可拉伸、变形并硬化，能覆盖物体或作为武器，具有超强韧性和再生能力。,否,0,X战警,X教授,3,团队合作者,0.0355416991426344,0.0021236929578453,5,0.7628,pic\pic/shield_logo.webp,0.2719
TRAPSTER/PETER PETRU,陷阱大师/彼得·佩特鲁,男,反派,科技,擅长制造和部署各种高科技陷阱、粘合剂、爆炸装置，无超能力但技术精湛。,否,0,邪恶大师,无明确核心导师,4,狡猾/技术宅/雇佣兵,0.0355416991426344,0.0003655213713265,2,0.7304,pic\pic/shield_logo.webp,0.2061
WRECKER III/DIRK GAR,破坏者III/德克·加尔,男,反派,科技,使用高科技武器和装备进行破坏，拥有增强的力量和耐力，擅长使用能量武器和重型工具。,否,0,破坏者帮,无明确核心导师,5,团队合作,0.0355416991426344,0.0005726829831238,6,0.6346,pic\pic/shield_logo.webp,0.2368
PIP/PRINCE GOFERN,皮普/戈芬王子,男,正派,宇宙能量,拥有宇宙能量赋予的飞行、能量投射、超强力量与耐力，并能进行跨维度感知与旅行。,否,0,永恒族,萨卡,3,幽默风趣,0.035385814497272,0.0002610385211943,5,0.531,pic\pic/shield_logo.webp,0.3877
DESTINY II/IRENE ADL,命运II/艾琳·阿德尔,女,反派,魔法,拥有预知未来的能力，通过魔法书《命运之书》窥视时间线，能预见并操纵事件走向。,否,0,地狱火俱乐部,塞勒涅,8,孤傲,0.035385814497272,0.0003503672206983,5,0.6814,pic\pic/shield_logo.webp,0.1322
VIPER II,毒蛇二世,女,反派,科技,精通武术和间谍技能，使用高科技装备如毒液注射器、能量鞭和伪装技术，无超自然能力。,否,0,九头蛇,无特定核心导师,4,孤傲,0.035385814497272,0.0011019708488256,12,0.7094,pic\pic/shield_logo.webp,0.1498
GAMORA,卡魔拉,女,正派,变异/格斗,经过基因改造，拥有超人的力量、速度、敏捷和自愈能力，精通各种武器和格斗技巧。,是,4,银河护卫队,灭霸,6,孤傲/团队核心,0.0350740452065471,0.0001856242301977,5,0.5215,pic\heroes\GAMORA.jpg,0.36
PUPPET MASTER/PHILLI,傀儡大师/菲利普·马斯特斯,男,反派,科技/魔法,通过特殊黏土制作傀儡，能远程操控他人思想和行动，甚至控制超级英雄。,否,0,邪恶大师/九头蛇,无明确导师,6,孤傲/操控者,0.0350740452065471,0.0006301024454594,2,0.6011,pic\pic/shield_logo.webp,0.1778
"BALLANTINE, KAYLA",凯拉·巴兰坦,女,正派,科技,作为神盾局特工，她精通高科技装备和战术格斗，擅长情报分析和秘密行动，没有超自然能力。,否,0,神盾局,尼克·弗瑞,3,团队核心,0.0350740452065471,0.0008382799919517,6,0.7073,pic\pic/shield_logo.webp,0.3378
"JONES, GABE",加布·琼斯,男,正派,格斗,前美国陆军士兵，无超能力，但拥有出色的格斗技巧、军事战术和领导能力，是神盾局特工。,否,0,神盾局,尼克·弗瑞,3,团队核心,0.0349181605611847,0.0003314686795659,2,0.6947,pic\pic/shield_logo.webp,0.2902
TORPEDO III/BROCK JO,鱼雷III/布洛克·乔,男,反派,科技,穿戴高科技潜水服，具备水下高速移动、水下呼吸、增强力量及发射能量冲击波的能力。,否,0,无固定核心阵营，常作为雇佣兵或独立反派活动,无,4,孤傲,0.0349181605611847,0.0004273155104263,2,0.5438,pic\pic/shield_logo.webp,0.1696
GLADIATOR II,角斗士二世,男,反派,变异,拥有超人的力量、速度、耐力和飞行能力，以及能量投射和热视线等攻击手段。,否,0,无固定阵营，常作为雇佣兵或反派出现,无明确导师,7,孤傲,0.0346063912704598,0.0009354669775539,5,0.6269,pic\heroes\GLADIATOR.jpg,0.0631
LONGSHOT,长射,男,正派,变异,拥有概率操控能力，能影响事件发生的可能性，使其偏向有利方向。同时具备超强敏捷、反射神经和投掷技巧。,否,0,X战警,魔形女,4,乐观冒险,0.0346063912704598,0.0017386420900949,5,0.683,pic\pic/shield_logo.webp,0.3198
"HOGAN, HAROLD J. HAP",哈罗德·J·“快乐”·霍根,男,正派,格斗,无超能力，但具备专业级拳击手和保镖的格斗技巧、体能和战术素养。,是,约6部,斯塔克工业/神盾局关联人员,托尼·斯塔克（钢铁侠）,2,忠诚伙伴/幽默可靠,0.0344505066250974,0.0008115649643838,0,0.7667,pic\pic/shield_logo.webp,0.2534
MANDARIN,满大人,男,反派,科技,通过十枚外星科技戒指获得多种超能力，包括能量投射、物质操控、心灵控制等。,是,1,十戒帮,无,8,孤傲,0.0344505066250974,0.0010174421986139,2,0.6853,pic\heroes\THE MANDARIN.jpg,0.2172
ZEUS,宙斯,男,中立,神力,奥林匹斯众神之王，拥有超人的力量、速度、耐力，能操控雷电和天气，近乎不朽。,是,1,奥林匹斯众神,无,9,孤傲,0.034294621979735,0.0003780473218282,6,0.6826,pic\pic/shield_logo.webp,0.0545
RED GHOST/IVAN KRAGO,红幽灵/伊万·克拉戈,男,反派,科技,苏联科学家，通过实验获得心灵感应能力，能控制三只经过强化的太空猿猴，使用先进武器作战。,否,0,无固定阵营（曾为苏联特工，后独立行动）,无,5,孤傲,0.0339828526890101,0.0006874122582994,2,0.526,pic\pic/shield_logo.webp,0.2156
JOCASTA,乔卡斯塔,非人类,正派,科技,由奥创创造的女性机器人，拥有超级力量、飞行能力、能量发射和快速信息处理能力，常协助复仇者联盟。,否,0,复仇者联盟,奥创,3,忠诚助手,0.0338269680436477,0.0003700880096056,2,0.5685,pic\pic/shield_logo.webp,0.4608
SYNCH/EVERETT THOMAS,同步/埃弗里特·托马斯,男,正派,变异,能同步并复制周围变种人的超能力，范围可达数英里，并能同时使用多种能力。,否,0,X战警,暴风女,4,团队核心,0.0336710833982852,0.0019568657837745,5,0.7441,pic\pic/shield_logo.webp,0.3009
THINKER,思考者,男,反派,科技,通过脑波增强装置获得超级智力、心灵感应和精神控制能力，能操控他人思想和电子设备。,否,0,邪恶大师,无,6,孤傲,0.0335151987529228,0.0007153467942413,2,0.6566,pic\pic/shield_logo.webp,0.2233
SHATTERSTAR II/GAVEE,碎星二代/加维,男,正派,变异,拥有超人类力量、速度、敏捷性和耐力，能发射能量冲击波，精通多种格斗技巧。,否,0,X战警,金刚狼,4,团队核心,0.0333593141075604,0.0009152526320781,5,0.6999,pic\pic/shield_logo.webp,0.3084
HYDROMAN/MORRIE BENC,水人/莫里·本奇,男,反派,变异,身体可转化为液态水，控制水流进行攻击、防御和移动，免疫物理伤害。,否,0,邪恶六人组,章鱼博士,5,孤傲,0.0333593141075604,0.0003201546238768,1,0.7231,pic\heroes\HYDROMAN_MORRIE_BENC.jpg,0.2477
CALIBAN/,卡利班,非人类,反派,变异,拥有感知变种人位置的能力，并能追踪变种人，自身具有超强适应力。,是,1,天启四骑士,天启,4,孤傲,0.0332034294621979,0.0004408352540602,5,0.6497,pic\pic/shield_logo.webp,0.1549
THUNDERBALL/DR. ELIO,雷球/埃利奥博士,男,反派,科技,使用高科技重力控制装置，能操纵重力场攻击敌人或制造防御屏障。,否,0,邪恶大师,无明确核心导师,5,团队协作,0.0330475448168355,0.0004705095307049,6,0.6481,pic\heroes\THUNDERBALL.jpg,0.2123
"KELLY, SEN. ROBERT E",罗伯特·E·凯利参议员,男,反派,格斗,无超能力，依靠政治权力和影响力推动反变种人法案，擅长政治操纵和舆论引导。,否,0,美国政府/反变种人阵营,无,4,政客/煽动者,0.0330475448168355,0.0004712083430427,5,0.6933,pic\pic/shield_logo.webp,0.1415
COUNTERWEIGHT II/KAT,平衡者II/凯特,女,正派,科技,通过先进外骨骼装甲增强力量、速度和防御，配备能量武器和战术分析系统，执行高难度特种任务。,否,0,神盾局,尼克·弗瑞,4,团队核心,0.0328916601714731,0.0010569992969527,4,0.7195,pic\heroes\COUNTERWEIGHT.jpg,0.3081
FIREBIRD/BONITA JUAR,火鸟/博妮塔·胡尔,女,正派,神力,拥有飞行、能量投射、火焰操控、超强力量与耐力，以及治愈能力，源自美洲原住民神灵的祝福。,否,0,复仇者联盟,无明确核心导师,4,团队核心,0.0328916601714731,9.89657041763162e-05,2,0.4834,pic\pic/shield_logo.webp,0.5261
VASHTI,瓦什蒂,女,反派,变异,拥有超强体能、飞行能力、能量投射和心灵感应，是克里帝国（Kree）的超级战士。,否,0,克里帝国,至高智慧,7,孤傲,0.0327357755261106,0.0010366178432069,2,0.7177,pic\pic/shield_logo.webp,0.1571
CHAMBER/JONOTHON STA,钱伯/乔纳森·斯塔,男,正派,变异,体内能产生强大能量爆炸，胸口和喉咙有能量核心，可发射能量冲击波，具有飞行能力。,否,0,X战警,X教授,4,孤傲,0.0327357755261106,0.0017921531067722,5,0.7721,pic\pic/shield_logo.webp,0.2714
PEATOR,皮特,男,正派,变异,拥有超强自愈能力和骨骼再生能力，可快速恢复任何伤势，包括致命伤。,否,0,X战警,X教授,3,团队核心,0.0327357755261106,0.0004932109179295,2,0.4944,pic\pic/shield_logo.webp,0.4905
LEECH,水蛭,男,正派,变异,能抑制周围变种人的超能力，使其暂时失效，但对非变种人无效。,否,0,X战警,X教授,2,内向依赖,0.0325798908807482,0.0009594296276228,5,0.6832,pic\heroes\LEECH.jpg,0.3541
MIKHLO,米克洛,男,反派,变异,拥有超强再生能力，身体可快速修复损伤，并具备超越常人的力量与耐力。,否,0,无固定阵营,无,6,孤傲,0.0324240062353858,0.0004785869401255,2,0.4854,pic\pic/shield_logo.webp,0.226
MISTER HYDE/CALVIN Z,海德先生/卡尔文·扎博,男,反派,变异,通过化学药剂获得超强力量、耐力与再生能力，但会失去理智，体型巨大化。,否,0,无固定阵营，常作为雇佣反派或独立行动,无明确导师,6,孤傲/易怒,0.0324240062353858,0.0004057320809885,12,0.6667,pic\heroes\MISTER SINISTER.jpg,0.274
DEADPOOL/JACK/WADE W,死侍/韦德·威尔逊,男,中立,变异,拥有超强自愈因子，几乎不死，精通各种格斗技巧和武器使用，经常打破第四面墙与观众互动。,是,3,X特攻队,无固定导师,7,话痨/混乱中立/打破第四面墙,0.0324240062353858,0.003023212281653,5,0.8391,pic\heroes\DEADPOOL.jpg,0.0144
IGOR,伊戈尔,非人类,反派,科技,作为钢铁侠的反派装甲，拥有强大火力、飞行能力和能量武器，由人工智能控制，无自主意识。,否,0,无,无,6,无社交,0.0324240062353858,0.0004785869401255,2,0.4854,pic\pic/shield_logo.webp,0.226
"MADDICKS, ARTHUR ART",亚瑟·阿特·马迪克斯,男,反派,变异,能够通过接触吸收他人生命力，转化为自身能量并延缓衰老，但需定期补充。,否,0,无固定阵营,无,4,孤僻,0.0321122369446609,0.0009787587204254,5,0.6941,pic\pic/shield_logo.webp,0.1553
SPIRAL,螺旋,女,反派,魔法,精通传送魔法，拥有六只手臂，擅长剑术和幻术，能操控现实和时空。,否,0,无固定核心阵营（常为雇佣兵或反派组织成员）,无明确核心导师,7,孤傲/雇佣兵,0.0321122369446609,0.0007805029764836,5,0.6511,pic\pic/shield_logo.webp,0.1311
"LUMPKIN, WILLIAM WIL",威廉·威尔·伦普金,男,正派,科技,天才级工程师和机械师，擅长设计、制造和维护高科技设备，尤其精通神盾局技术系统。,是,约5部,神盾局,尼克·弗瑞,2,团队支持者,0.0321122369446609,0.0005668706176803,2,0.5775,pic\pic/shield_logo.webp,0.4709
WHIPLASH/MARK SCARLO,鞭索/马克·斯卡洛,男,反派,科技,使用自制的电鞭和动力外骨骼装甲，拥有强大的近战攻击和能量输出能力。,是,1,无固定阵营（独立反派）,无,6,孤傲,0.0321122369446609,0.0006125185505389,12,0.7265,pic\pic/shield_logo.webp,0.1893
FIRELORD/PYREUS KRIL,火焰领主/派瑞斯·克里尔,非人类,正派,宇宙能量,作为行星吞噬者的使者，拥有宇宙能量赋予的飞行、能量发射、超强力量与耐力，并能操控火焰与高温。,否,0,行星吞噬者使者,行星吞噬者,7,忠诚执行者,0.0321122369446609,0.000648944416732,2,0.637,pic\pic/shield_logo.webp,0.4223
"CORBEAU, DR. PETER",彼得·科博博士,男,正派,科技,作为天文学家，他拥有卓越的智力，并利用科技设备（如望远镜）进行观测和预警，无直接战斗超能力。,否,0,神盾局（S.H.I.E.L.D.）,尼克·弗瑞,2,专业严谨,0.0321122369446609,0.0006910208459615,5,0.6534,pic\pic/shield_logo.webp,0.3786
BARON STRUCKER/WOLFG,斯特拉克男爵/沃尔夫冈·冯·斯特拉克,男,反派,科技,无直接超能力，但精通军事战略、科学研究和基因工程，领导九头蛇组织并利用高科技武器和改造士兵作战。,是,2,九头蛇,红骷髅,8,冷酷/阴谋家,0.0321122369446609,0.0011048095921892,12,0.7999,pic\heroes\BARONESS (ELSA BLOODSTONE).jpg,0.1117
TRIATHLON/DELROY GAR,三项全能/德尔罗伊·加尔,男,正派,变异,德尔罗伊·加尔通过外星科技获得超人类体能，包括超级力量、速度、耐力、敏捷性、反射神经和自愈能力，使他成为顶尖的运动员和战士。,否,0,复仇者联盟,尼克·弗瑞,4,团队核心,0.031800467653936,0.0002836477576164,2,0.6372,pic\pic/shield_logo.webp,0.348
"SITWELL, JASPER",贾斯珀·西特韦尔,男,反派,格斗,无超能力，接受过专业特工训练，擅长枪械、格斗和情报分析。,是,3,九头蛇,亚历山大·皮尔斯,3,双重间谍,0.031800467653936,0.0004585054979489,2,0.7256,pic\pic/shield_logo.webp,0.1863
WHIRLWIND/DAVID CANN,旋风/大卫·坎恩,男,反派,变异,通过变异获得超高速旋转能力，可制造旋风、快速移动并增强攻击力，常使用金属爪作为武器。,否,0,邪恶大师,泽莫男爵,4,孤傲,0.031800467653936,0.0001139173823536,2,0.5621,pic\pic/shield_logo.webp,0.2745
NOMAD III/JACK MONRO,流浪者三世/杰克·门罗,男,正派,科技,使用高科技战斗服，具备飞行、能量发射、增强力量与防御能力，精通战术与格斗技巧。,否,0,美国队长团队/复仇者联盟,美国队长（史蒂夫·罗杰斯）,3,忠诚追随者/团队协作,0.031800467653936,0.0005785115521268,12,0.7576,pic\pic/shield_logo.webp,0.2059
DEATHBIRD [SHI'AR],死亡鸟,女,反派,变异,拥有超人的力量、速度、耐力、飞行能力、再生能力和能量爪，是希阿帝国皇室成员。,否,0,希阿帝国,无特定核心导师,7,野心勃勃/皇室权谋,0.0316445830085736,0.0006059480002791,5,0.6598,pic\pic/shield_logo.webp,0.0936
WHIZZER/ROBERT L. FR,旋风侠/罗伯特·L·弗兰克,男,正派,变异,通过实验血清获得超高速移动能力，能以极快速度奔跑，反应敏捷，但能力不稳定。,否,0,复仇者联盟,美国队长,3,团队合作者,0.0316445830085736,0.0003247465999098,2,0.5121,pic\pic/shield_logo.webp,0.4802
CORSAIR,海盗,男,正派,科技,星际海盗船长，精通太空战斗、外星科技和战术指挥，无超能力但经验丰富。,否,0,星际海盗（星际海盗团）,无,4,领导型/冒险家,0.0313328137178487,0.0002202734990776,5,0.5975,pic\pic/shield_logo.webp,0.393
EXECUTIONER II/SKURG,刽子手二世/斯库格,男,反派,变异,拥有超人的力量、耐力和再生能力，能举起约25吨重物，皮肤可抵抗常规武器攻击。,否,0,无固定核心阵营,无,5,孤傲,0.0313328137178487,0.0003314497577327,6,0.6091,pic\pic/shield_logo.webp,0.2139
MASTER MOLD II,主脑二代,非人类,反派,科技,巨型哨兵机器人制造者，能自我复制、控制哨兵军团、分析变种人基因弱点、具备高级人工智能和战略指挥能力。,否,0,哨兵机器人,玻利瓦尔·崔斯克,9,冷酷无情,0.0311769290724863,0.000847759476038,5,0.6754,pic\pic/shield_logo.webp,0.13
LIGHTSPEED/JULIE POW,光速/朱莉·鲍,女,正派,变异,能够以超光速飞行，在高速状态下产生能量场保护自身，并能利用速度进行攻击和防御。,否,0,新勇士,无明确核心导师,3,团队合作者,0.0311769290724863,0.0010303501642853,4,0.7026,pic\pic/shield_logo.webp,0.315
COUNTERWEIGHT/JACK P,平衡者/杰克·P,男,中立,科技,通过先进外骨骼系统操控重力场，可局部改变物体重量或制造反重力区域，用于战术平衡与干扰。,否,0,无固定阵营,无,4,孤傲,0.0311769290724863,0.0010303501642853,4,0.7026,pic\pic/shield_logo.webp,0.055
SILVER SABLE,银貂,女,中立,格斗,世界级格斗家、战术专家、精通多种武器，无超能力但体能和技巧顶尖。,否,0,银貂国际,无,4,孤傲,0.0311769290724863,0.0010665229597805,1,0.7517,pic\heroes\SILVER_SABLE.jpg,0.055
MAGMA/AMARA AQUILLA/,熔岩/阿玛拉·阿奎拉,女,正派,变异,能够操控岩浆和火山活动，产生高温熔岩流，并增强自身力量和耐力。,否,0,新变种人,暴风女,4,团队核心,0.0310210444271239,0.000287331796928,5,0.6164,pic\pic/shield_logo.webp,0.392
"STANKOWICZ, FABIAN",法比安·斯坦科维奇,男,正派,格斗,前神盾局特工，精通格斗、枪械和战术，无超能力，依靠训练和装备执行任务。,否,0,神盾局,尼克·弗瑞,3,忠诚可靠,0.0308651597817614,0.0009041467293979,12,0.629,pic\pic/shield_logo.webp,0.3535
CARGIL/JOANNA CARGIL,乔安娜·卡吉尔,女,反派,变异,拥有超人的力量、耐力、速度和飞行能力，皮肤可抵抗常规攻击。,否,0,邪恶变种人兄弟会,万磁王,6,忠诚执行者,0.030709275136399,0.0003523427252176,5,0.6656,pic\pic/shield_logo.webp,0.1574
WEREWOLF BY NIGHT/JA,午夜狼人/杰克·拉塞尔,男,正派,变异,在满月时变身为狼人，拥有超强力量、速度、感官和自愈能力，可部分控制变身。,是,1,午夜之子,塔隆,5,孤傲,0.0305533904910366,0.0010468201291489,2,0.5576,pic\pic/shield_logo.webp,0.5
ATTUMA,阿图玛,男,反派,变异,亚特兰蒂斯人，拥有水下呼吸、超强力量、耐力及水下高速移动能力，能操控海洋生物。,否,0,亚特兰蒂斯,纳摩,7,野心勃勃的征服者,0.0305533904910366,0.0001945615939879,2,0.5904,pic\pic/shield_logo.webp,0.2245
KISMET/J'RIDIA STARD,天命/贾里迪亚·斯塔德,女,正派,宇宙能量,拥有宇宙能量，能飞行、发射能量束、感知多元宇宙事件，具备超强力量和再生能力。,否,0,天命者,无明确导师,7,孤傲,0.0303975058456742,0.0005218114644034,6,0.6331,pic\pic/shield_logo.webp,0.4205
GRANDMASTER/EN DWI G,宗师/恩·杜维·加斯特,非人类,中立,宇宙能量,拥有近乎不朽的寿命和宇宙级能量操控能力，能创造维度、操控物质，是宇宙长老之一。,是,1,宇宙长老,无,7,享乐主义/游戏人间,0.0303975058456742,0.000811568586451,2,0.4837,pic\pic/shield_logo.webp,0.0564
CALLISTO,卡利斯托,女,反派,变异,拥有超人的感官，包括超级视觉、听觉、嗅觉和触觉，以及超强的平衡感和反射神经，使其成为顶尖的追踪者和格斗家。,否,0,莫洛克人,无,4,孤傲,0.0303975058456742,0.0004457501199618,5,0.6468,pic\heroes\CALLISTO.jpg,0.1385
MAGUS,马格斯,男,反派,神力,拥有强大的宇宙神力，能操控现实、时间与空间，是亚当术士的邪恶未来版本。,否,0,无固定阵营,无,9,孤傲,0.0302416212003117,5.357596618615208e-05,5,0.4262,pic\pic/shield_logo.webp,0.0825
AJAK/TECUMOTZIN [ETE,阿贾克/特库莫钦,男,正派,神力,永恒族领袖，拥有超强力量、飞行、能量投射和心灵感应能力，能与其他永恒族成员建立心灵链接。,是,1,永恒族,天神组,6,团队核心,0.0299298519095869,0.0006366689945186,6,0.4997,pic\pic/shield_logo.webp,0.4948
HOBGOBLIN V/JASON PH,第五代绿魔/杰森·菲利普·海登,男,反派,科技,使用绿魔科技装备，包括飞行滑翔翼、南瓜炸弹、强化力量与敏捷的装甲服，无超能力。,否,0,无固定阵营（偶尔与邪恶六人组等反派合作）,无明确导师（继承绿魔身份）,6,孤傲/犯罪策划者,0.0297739672642244,0.0010983891308848,1,0.7683,pic\heroes\HOBGOBLIN.jpg,0.1099
TIGER SHARK/TODD ARL,虎鲨/托德·阿尔,男,反派,变异,通过基因改造获得鲨鱼般的水下生存能力、超强力量、速度和锋利牙齿，可在水中自由呼吸和高速游动。,否,0,邪恶大师,无,6,孤傲,0.0297739672642244,0.0002880666891485,12,0.6678,pic\pic/shield_logo.webp,0.2094
FIREFIST/RUSTY COLLI,火拳/拉斯蒂·科利,男,反派,变异,能够从双手发射强大的火焰能量，产生爆炸和高温冲击波，具备飞行能力。,否,0,无固定核心阵营,无,6,孤傲,0.0297739672642244,0.0003641597231253,5,0.6175,pic\pic/shield_logo.webp,0.178
KARMA/XI'AN COY MANH,业力/西安·科伊·曼,女,正派,变异,心灵感应与精神控制，可同时操控多人意识，但需承受被控者痛苦记忆反噬。,否,0,X战警,X教授,5,内向坚韧,0.029618082618862,0.0002310292968909,5,0.6027,pic\pic/shield_logo.webp,0.3789
SKIDS/SALLY BLEVINS,滑行者/莎莉·布莱文斯,女,正派,变异,能够生成力场滑行表面，在表面快速滑行并反弹攻击，具备一定能量吸收能力。,否,0,X战警,X教授,3,团队合作者,0.029618082618862,0.0003672783103185,5,0.6507,pic\pic/shield_logo.webp,0.3105
DEATHLOK III/MICHAEL,死亡战士III/迈克尔·柯林斯,男,正派,科技,半机械生化人，拥有超级力量、速度、耐力，配备内置武器系统，具备战术分析能力。,否,0,神盾局,尼克·弗瑞,4,孤傲,0.0294621979734996,0.0033200184126855,8,0.6998,pic\pic/shield_logo.webp,0.3598
MR. SINISTER/NATHAN,凶兆先生/纳撒尼尔·埃塞克斯,男,反派,变异/科技,拥有超强智力、基因操控能力、心灵感应、再生能力，并能通过科技手段改造变种人。,否,0,地狱火俱乐部/凶兆之子,天启,9,孤傲/操纵者,0.0294621979734996,0.0005815837444126,5,0.7025,pic\pic/shield_logo.webp,0.0899
VIZIER,维齐尔,男,反派,魔法,维齐尔是强大的魔法师，精通各种黑魔法，能操控能量、召唤恶魔，并拥有强大的精神控制能力。,否,0,无固定核心阵营,无,7,孤傲,0.0294621979734996,0.0005640216963108,6,0.6877,pic\pic/shield_logo.webp,0.1058
HYPERION,亥伯龙,男,正派,神力,拥有超人般的力量、速度、飞行能力、热视线和超级感官，身体强度极高，近乎不朽。,否,0,复仇者联盟,尼克·弗瑞,8,团队核心,0.0294621979734996,0.0014424801669109,6,0.6863,pic\heroes\HYPERION.jpg,0.3228
MAN-THING/THEODORE T,类人体/西奥多·萨利斯,非人类,中立,魔法,能感知恐惧并释放酸性触手攻击，与万物之绿相连，可穿越维度。,否,0,午夜之子,无,5,孤傲,0.0293063133281371,0.0011342855020919,5,0.7081,pic\pic/shield_logo.webp,0.0532
MAD DOG/COLONEL BUZZ,疯狗/巴兹上校,男,反派,科技,通过改造获得超强体能和反应速度，精通各种武器和战术，是训练有素的士兵和刺客。,否,0,无固定核心阵营，常作为雇佣兵或反派打手出现,无明确核心导师,4,孤傲/雇佣兵,0.0293063133281371,0.0003697754350926,2,0.6807,pic\pic/shield_logo.webp,0.1543
ABOMINATION/EMIL BLO,憎恶/埃米尔·布朗斯基,男,反派,变异,通过注射超级士兵血清和伽马辐射变异，拥有远超绿巨人的力量、速度和耐力，但无法恢复人形。,是,2,无固定阵营,撒迪厄斯·罗斯将军,8,孤傲,0.0291504286827747,0.0021773881672086,2,0.6529,pic\heroes\ABOMINATION.jpg,0.1658
"ARBOGAST, BAMBI",班比·阿博加斯特,女,正派,科技,作为神盾局特工，她精通情报分析、战术策划和先进科技设备操作，拥有出色的战斗技巧和领导能力。,是,1,神盾局,尼克·弗瑞,3,团队核心,0.0291504286827747,0.0006470608106187,0,0.739,pic\pic/shield_logo.webp,0.2781
LEADER/SAM STERNS,大头目/塞缪尔·斯特恩斯,男,反派,变异,因伽马辐射变异，拥有超常智力、心灵感应、精神控制及能量投射能力，但身体脆弱。,否,0,无固定阵营（常作为独立反派或与其他反派合作）,无,8,孤傲/操控者,0.0291504286827747,0.0003779075490774,2,0.541,pic\pic/shield_logo.webp,0.1444
FORGOTTEN ONE/GILGAM,遗忘者/吉尔伽姆,男,正派,神力,拥有不朽生命、超强力量、速度、耐力及飞行能力，是地球最古老的超人类之一，曾参与对抗天神组。,否,0,永恒族,阿贾克,4,孤傲,0.0291504286827747,0.0001783457168374,6,0.6613,pic\pic/shield_logo.webp,0.3476
