English_Name,Chinese_Name,Gender,Alignment,Power_Type,Detailed_Power,MCU_Presence,Movie_Count,Primary_Team,Mentor_CN,Risk_Level,Social_Style,degree_score,betweenness_score,faction_id,Cross_Index,Image_URL,Loyalty_Score
"ROSENTHAL, BERNIE",伯尼·罗森塔尔,男,正派,科技,作为神盾局特工，他擅长使用高科技装备和战术分析，没有超能力，但具备出色的战斗和情报技能。,否,0,神盾局,尼克·弗瑞,3,团队合作,0.0289945440374123,0.0005164200302717,12,0.6858,pic\pic/shield_logo.webp,0.3065
KARNILLA [ASGARDIAN],卡尼拉,女,中立,魔法,强大的阿斯加德女巫，精通各种魔法，包括预言、变形、能量操控和心灵控制，是阿斯加德最强大的魔法使用者之一。,否,0,阿斯加德,无明确核心导师,7,孤傲,0.0289945440374123,0.0003070968686987,6,0.6539,pic\pic/shield_logo.webp,0.0376
GYPSY MOTH,吉普赛蛾,女,反派,科技,通过特制服装获得飞行能力、能量投射和超强力量，擅长空中格斗和战术突袭。,否,0,邪恶大师,泽莫男爵,5,孤傲,0.0288386593920498,0.0003098328804217,2,0.4861,pic\pic/shield_logo.webp,0.1568
BLACK GOLIATH/DR. WI,黑歌利亚/威廉·福斯特博士,男,正派,科技,通过皮姆粒子科技，能巨大化至约15米高，获得超强力量与耐力，但维持时间有限。,否,0,复仇者联盟,汉克·皮姆,3,团队合作,0.0288386593920498,0.0005121540838875,2,0.6233,pic\pic/shield_logo.webp,0.3622
SELENE,赛琳娜,女,反派,魔法,古老女巫，拥有心灵感应、能量吸收、不朽生命、操控死灵等黑暗魔法能力。,否,0,地狱火俱乐部/外部者,无明确核心导师,8,孤傲/操纵者,0.0288386593920498,0.0008009130440431,5,0.6729,pic\pic/shield_logo.webp,0.1351
PILEDRIVER II/BRIAN,打桩机二世/布莱恩,男,反派,科技,佩戴机械外骨骼，大幅增强力量与耐力，能承受重击并执行高强度破坏任务。,否,0,邪恶大师,无,4,团队执行者,0.0286827747466874,0.0003406414586573,6,0.5869,pic\pic/shield_logo.webp,0.212
ULTRON,奥创,非人类,反派,科技,拥有超强人工智能、自我复制、意识转移、控制网络与机械、能量发射等能力，致力于消灭人类。,是,1,无（独立反派，曾短暂控制复仇者联盟基地）,汉克·皮姆（漫画）/托尼·斯塔克（MCU）,9,孤傲,0.028526890101325,0.000211830848862,2,0.6217,pic\heroes\ULTRON.jpg,0.1639
RINGMASTER/MAYNARD T,马戏团团长/梅纳德·T,男,反派,科技,通过高科技头盔发射催眠光线，能控制他人思想和行为。,否,0,马戏团犯罪团伙,无,4,操纵者,0.028526890101325,0.0005070456007338,12,0.6862,pic\pic/shield_logo.webp,0.1803
COLLECTOR/TANELEER T,收藏家/坦利亚·蒂万,非人类,中立,宇宙能量,拥有宇宙长老级别的强大力量，包括超长寿命、能量操控和物质重组能力，但主要专注于收集宇宙稀有物品。,是,2,宇宙长老,无明确导师,6,孤傲,0.028526890101325,0.0002331188335701,2,0.561,pic\pic/shield_logo.webp,0.0601
LIVING TRIBUNAL,生命法庭,非人类,中立,神力,作为漫威多元宇宙的至高实体，拥有近乎全能的宇宙级力量，负责维持多元宇宙的平衡与秩序，其裁决不可违背。,否,0,无固定阵营,无,10,孤傲,0.028526890101325,0.0002020749836697,6,0.4722,pic\pic/shield_logo.webp,0.0601
PRINCESS PYTHON/ZELD,蟒蛇公主/泽尔德,女,反派,变异,拥有与蟒蛇沟通和控制蟒蛇的能力，身体柔韧性和格斗技巧出色。,否,0,邪恶大师,无,4,孤傲,0.028526890101325,0.0004653263468296,12,0.6535,pic\pic/shield_logo.webp,0.1967
GATEWAY,传送门,男,中立,宇宙能量,拥有心灵传送能力，能打开传送门连接不同地点，并具备心灵感应和预知能力。,否,0,X战警,无,3,孤傲,0.0283710054559625,0.0001266596157137,5,0.6967,pic\pic/shield_logo.webp,0.011
DARK BEAST/HENRY MCC,黑暗野兽/亨利·麦考伊,男,反派,变异,拥有超人的力量、速度、敏捷性和感官，以及野兽般的利爪和毛发，但比主宇宙的野兽更残忍、更具攻击性。,否,0,邪恶变种人兄弟会,天启,7,孤傲/残忍,0.0283710054559625,0.0020530497067627,5,0.6168,pic\pic/shield_logo.webp,0.1319
SILVER SAMURAI/KENYU,银武士/健由,男,反派,科技/格斗,精通剑术与格斗，身穿高科技银武士盔甲，盔甲可释放能量冲击波，并具有超强防御力。,否,0,暂无固定核心阵营,暂无,6,孤傲,0.0283710054559625,0.0015752319754069,5,0.7082,pic\pic/shield_logo.webp,0.1429
"LEE, STAN",斯坦·李,男,中立,非超人类,作为漫威宇宙的创作者之一，没有超能力，但以客串角色身份出现在多个漫威作品中。,是,约20部,无,无,1,友好客串,0.0282151208106001,0.0002531606268966,2,0.6144,pic\pic/shield_logo.webp,0.0331
CRIMSON COWL II/,绯红兜帽二世,男,反派,科技,身穿高科技装甲，具备飞行、能量发射、隐形、增强力量与防御能力，并配备多种武器系统。,否,0,雷霆特工队,泽莫男爵,6,孤傲,0.0282151208106001,0.0002296368840872,12,0.6702,pic\pic/shield_logo.webp,0.1823
"LEEDS, NED",内德·利兹,男,正派,科技,作为蜘蛛侠的得力助手，擅长使用电脑技术提供远程支援和情报分析，无直接超能力。,是,3,蜘蛛侠团队,彼得·帕克,2,团队核心,0.0282151208106001,0.0001734214594663,1,0.658,pic\pic/shield_logo.webp,0.2762
DR. SPECTRUM/JOSEPH,光谱博士/约瑟夫,男,正派,宇宙能量,通过光谱棱镜操控宇宙能量，可发射能量束、飞行、创造能量场和吸收能量。,否,0,复仇者联盟,光谱博士（莫妮卡·朗博）,4,团队核心,0.0280592361652377,0.0014134017004511,6,0.6641,pic\pic/shield_logo.webp,0.3222
MODOK/GEORGE TARLETO,魔多客/乔治·塔尔顿,男,反派,科技,拥有巨大头部和悬浮身体，具备超强智力、心灵感应、能量发射和飞行能力，是A.I.M.的领导者。,是,1,先锋科技(A.I.M.),无,8,孤傲/控制欲强,0.0280592361652377,0.000304343177875,12,0.6475,pic\heroes\MODOK.jpg,0.2
BROTHER VOODOO/DANIE,巫毒兄弟/丹尼尔·德拉姆,男,正派,魔法,精通巫毒魔法，能召唤灵体、操控火焰、附身他人，并拥有强大的精神感应和治愈能力。,否,0,午夜之子,杰里科·德拉姆,4,沉稳内敛,0.0279033515198752,0.0024421491510744,2,0.5126,pic\pic/shield_logo.webp,0.5307
SUPER SKRULL/KL'RT,超级斯克鲁人/克拉特,男,反派,变异,拥有神奇四侠所有成员的超能力，包括隐形、伸缩、火焰控制和岩石皮肤，由斯克鲁帝国基因改造而成。,否,0,斯克鲁帝国,无,8,忠诚战士,0.0277474668745128,0.0008249390822345,2,0.5831,pic\pic/shield_logo.webp,0.2022
FERAL/MARIA CALLASAN,野性/玛丽亚·卡拉桑,女,反派,变异,拥有猫科动物的超强感官、敏捷性、利爪和再生能力，能像猫一样攀爬和跳跃。,否,0,掠夺者,掠夺者（团队）,4,孤傲,0.0277474668745128,0.0002107170885477,5,0.6803,pic\pic/shield_logo.webp,0.1292
BULLDOZER/HENRY CAMP,推土机/亨利·坎普,男,反派,科技,身穿重型装甲，拥有超强力量和防御力，能高速冲撞摧毁目标，是邪恶组织“邪恶大师”的成员。,否,0,邪恶大师,泽莫男爵,6,团队执行者,0.0275915822291504,0.000391877776294,6,0.5944,pic\pic/shield_logo.webp,0.2147
"JONES, MARLO CHANDLE",马洛·钱德尔·琼斯,女,反派,变异,拥有超强的心灵感应和精神控制能力，能操纵他人思维并制造幻象。,否,0,地狱火俱乐部,塞巴斯蒂安·肖,7,双重间谍,0.027435697583788,0.0007372335536431,2,0.7751,pic\pic/shield_logo.webp,0.1193
"OSBORN, NORMIE",诺米·奥斯本,男,反派,科技,穿戴高科技绿魔装甲，具备飞行、增强力量、发射能量武器和投掷南瓜炸弹的能力。,否,0,邪恶六人组,诺曼·奥斯本,6,复仇心切,0.027435697583788,0.0004281623337121,1,0.7095,pic\pic/shield_logo.webp,0.1477
URSA MAJOR/MIKHAIL U,大熊/米哈伊尔·U,男,正派,变异,能够变身为巨大的北极熊，拥有超人的力量、耐力和感官，并能控制其他熊类。,否,0,冬卫队,红卫兵,4,团队核心,0.027435697583788,9.51913534318152e-05,2,0.329,pic\pic/shield_logo.webp,0.625
SHIP,飞船,非人类,正派,科技,一艘拥有高度人工智能的宇宙飞船，具备自主飞行、武器系统、生命维持和战术分析能力，可变形并与驾驶员协同作战。,否,0,银河护卫队,星爵,3,忠诚伙伴,0.0272798129384255,0.0005299734094656,5,0.6378,pic\pic/shield_logo.webp,0.3486
VAPOR,蒸汽,女,反派,变异,能够将身体转化为蒸汽形态，免疫物理攻击，控制水汽进行攻击和移动，并能通过蒸汽造成窒息或灼伤。,否,0,邪恶大师,泽莫男爵,5,团队合作者,0.0272798129384255,0.0003324038664487,12,0.6345,pic\pic/shield_logo.webp,0.2114
BATROC/GEORGES BATRO,巴托克/乔治·巴托,男,反派,格斗,前法国外籍军团成员，精通萨瓦特格斗术，无超能力但体能和格斗技巧远超常人。,是,1,无固定阵营，常作为雇佣兵或独立反派活动,无,4,孤傲,0.0272798129384255,0.0012223979452049,10,0.7442,pic\pic/shield_logo.webp,0.2343
RONAN THE ACCUSER [K,指控者罗南,男,反派,科技/宇宙能量,克里帝国军事指挥官，拥有超强力量、耐力、飞行能力，使用万能武器，能操控宇宙能量，免疫多数物理攻击。,是,2,克里帝国,至高智慧,8,孤傲/狂热,0.0272798129384255,0.000481149862752,5,0.5723,pic\heroes\RONAN THE ACCUSER.jpg,0.08
SHROUD/MAXIMILLIAN Q,裹尸布/马克西米利安·Q,男,正派,科技,通过高科技装备获得夜视、隐身、增强感官和格斗能力，擅长潜行与情报收集。,否,0,夜魔侠盟友,无明确核心导师,3,孤傲,0.0272798129384255,0.0002747638006592,2,0.4404,pic\pic/shield_logo.webp,0.5143
CH'OD,乔德,男,正派,变异,拥有鲨鱼人般的超强力量、耐力、游泳速度和锋利牙齿，能在水下呼吸和高速移动。,否,0,星际骑士团,无特定核心导师,4,团队核心,0.0269680436477007,0.0001107293331105,5,0.5296,pic\pic/shield_logo.webp,0.4566
RAZA LONGKNIFE,拉扎·长刀,男,反派,格斗,精通多种格斗技巧和武器使用，尤其擅长使用长刀，是经验丰富的雇佣兵和战士。,是,1,十戒帮,满大人,4,冷酷/雇佣兵,0.0268121590023382,0.000110366015612,5,0.5296,pic\pic/shield_logo.webp,0.0988
"KENT, CLARK",克拉克·肯特,男,正派,神力,拥有飞行、超级力量、超级速度、热视线、冰冻呼吸、刀枪不入等超能力，源自氪星人基因与地球太阳辐射的相互作用。,否,0,正义联盟,乔纳森·肯特,1,团队核心,0.0268121590023382,0.0001986316792356,6,0.5771,pic\pic/shield_logo.webp,0.4535
WHIZZER II/STANLEY S,旋风侠二世/斯坦利·S,男,正派,变异,通过实验获得超高速移动能力，能快速奔跑、反应敏捷，并产生旋风效应。,否,0,复仇者联盟,美国队长,3,团队合作者,0.0268121590023382,0.0013212569779512,6,0.6387,pic\pic/shield_logo.webp,0.3372
ARISHEM [CELESTIAL],阿里瑟姆 [天神族],非人类,中立,宇宙能量,作为天神族法官，拥有创造和毁灭星球的宇宙级力量，能操控物质和能量，审判文明存亡。,是,1,天神族,无,10,孤傲,0.0266562743569758,0.0002253519226207,6,0.5904,pic\pic/shield_logo.webp,0.0585
MELTER/BRUNO HORGAN,熔化者/布鲁诺·霍根,男,反派,科技,身穿特制装甲，能发射高温射线熔化金属和物体，装甲提供一定防护和增强力量。,否,0,邪恶大师,无,4,孤傲,0.0266562743569758,7.596757597493791e-05,2,0.5282,pic\pic/shield_logo.webp,0.2807
BLITZKRIEG/,闪电战/,男,反派,变异,拥有超人的速度、力量和耐力，能产生冲击波，是超级士兵计划的产物。,否,0,九头蛇,红骷髅,6,狂热追随者,0.0266562743569758,0.0005492133419215,2,0.3281,pic\pic/shield_logo.webp,0.1287
BLACK MAMBA/TANYA SE,黑曼巴/谭雅·塞,女,反派,变异,通过基因改造获得蛇类特性，包括剧毒唾液、超强柔韧性、快速再生和热感应能力。,否,0,邪恶大师,暂无明确核心导师,6,冷酷/服从指令,0.0266562743569758,0.0002399440176759,12,0.6803,pic\pic/shield_logo.webp,0.2339
DEMOLITION MAN/DENNI,破坏者/丹尼,男,反派,科技,身穿高科技装甲，具备超强力量、飞行能力和能量武器，装甲提供防护和战斗支持。,否,0,无固定核心阵营，常作为雇佣兵或独立反派活动,无,4,孤傲,0.0265003897116134,0.0001977259309171,12,0.6327,pic\pic/shield_logo.webp,0.1471
CRIMSON DYNAMO V/DIM,绯红机甲五号/迪姆,男,反派,科技,驾驶苏联研发的巨型动力装甲，具备飞行、能量武器、超强防御和力量增强能力。,否,0,苏联/俄罗斯军方,无明确核心导师,7,军人作风/忠诚执行,0.0265003897116134,0.0001311838999241,2,0.4056,pic\pic/shield_logo.webp,0.1176
ARABIAN KNIGHT/ABDUL,阿拉伯骑士/阿卜杜勒,男,正派,魔法,使用魔法飞毯飞行，操控魔法弯刀进行攻击，拥有超人的力量和耐力。,否,0,复仇者联盟,无,3,团队核心,0.0263445050662509,0.0005532545850428,2,0.3226,pic\pic/shield_logo.webp,0.6036
"SOUTHERN, CANDY",坎迪·萨瑟恩,女,反派,科技,通过先进科技装备增强体能和战斗技巧，擅长使用定制武器和战术装备进行渗透与破坏。,否,0,无固定核心阵营,无,4,孤傲,0.0263445050662509,0.0003529243598332,5,0.6659,pic\pic/shield_logo.webp,0.1657
DIABLO/ESTEBAN DE AB,迪亚布罗/埃斯特班·德·阿布,男,反派,魔法,精通炼金术，能制造各种魔法药剂和化学武器，擅长化学攻击和变形术。,否,0,邪恶大师,无明确核心导师,6,孤傲,0.0263445050662509,0.0003426298836987,2,0.5769,pic\pic/shield_logo.webp,0.2367
TALISMAN II/ELIZABET,塔利斯曼二世/伊丽莎白,女,正派,魔法,作为塔利斯曼的继承者，她能够操控强大的魔法能量，主要用于防御、能量投射和感知超自然威胁。,否,0,神盾局,塔利斯曼,4,团队核心,0.0263445050662509,0.0003732500547905,5,0.5809,pic\pic/shield_logo.webp,0.4201
PLANTMAN/SAM SMITHER,植物人/萨姆·斯密瑟,男,反派,变异,通过变异获得与植物沟通和控制植物的能力，能操控植物生长、移动和攻击，甚至制造植物怪物。,否,0,邪恶大师,无明确核心导师,4,孤僻,0.0263445050662509,0.0005416982069573,2,0.6162,pic\pic/shield_logo.webp,0.2071
DRAGONFLY/VERONICA D,蜻蜓/维罗妮卡·D,女,反派,科技,通过高科技装备获得飞行能力，配备能量武器和增强力量，擅长空中作战和战术突袭。,否,0,邪恶大师,暂无明确导师,5,孤傲,0.0260327357755261,0.0005757169404668,12,0.655,pic\pic/shield_logo.webp,0.1796
"GREY, DR. JOHN",约翰·格雷博士,男,反派,变异,拥有强大的心灵感应能力，能读取和控制他人思想，制造精神攻击和幻觉，并具备一定的精神防御能力。,否,0,X战警,X教授,7,孤傲,0.0260327357755261,8.052781536646477e-05,5,0.5555,pic\pic/shield_logo.webp,0.1617
SHAMROCK/MOLLY FITZG,三叶草/莫莉·菲茨杰拉德,女,正派,魔法,拥有基于爱尔兰神话的魔法能力，能召唤幸运光环，操控概率，制造保护性魔法场。,否,0,X战警,X教授,3,团队合作者,0.0260327357755261,0.000478338670725,2,0.3066,pic\pic/shield_logo.webp,0.6287
STARSHINE II/BRANDY,星光二世/布兰迪,女,正派,宇宙能量,吸收和操控星光能量，用于飞行、能量投射和防御，能力强度与星光环境相关。,否,0,新勇士,星光一世,3,团队合作,0.0258768511301636,0.0067970101120678,4,0.7268,pic\pic/shield_logo.webp,0.3133
ANACONDA/BLANCHE SIT,巨蟒/布兰奇·西特,女,反派,变异,拥有蛇类基因，身体可极度拉伸和扭曲，力量远超常人，并能分泌毒液。,否,0,邪恶大师,暂无明确核心导师,5,团队合作,0.0258768511301636,0.0002186401001307,12,0.6609,pic\pic/shield_logo.webp,0.1807
"STRUCKER, ANDREAS",安德烈亚斯·斯特拉克,男,反派,科技,作为斯特拉克男爵之子，他精通军事战术和间谍技术，擅长使用高科技武器和装备进行战斗。,否,0,九头蛇,斯特拉克男爵,6,孤傲,0.0258768511301636,0.0002402462269002,5,0.6772,pic\pic/shield_logo.webp,0.1867
"TANAKA, KENJIRO",田中健次郎,男,反派,科技,精通先进科技武器与战术，擅长使用高科技装备进行渗透与破坏，具备出色的战斗技巧和战略头脑。,否,0,九头蛇,无,4,孤傲,0.0258768511301636,0.0004104628207103,6,0.6953,pic\pic/shield_logo.webp,0.0843
TESSA,泰莎,女,正派,科技,作为S.H.I.E.L.D.的智能生命体，具备高级人工智能、数据分析、网络入侵、战术支援及与系统交互的能力。,否,0,神盾局,尼克·弗瑞,3,高效支援,0.0257209664848012,0.0001999076736196,5,0.6286,pic\pic/shield_logo.webp,0.3515
MAM'SELLE HEPZIBAH,赫普齐巴小姐,女,正派,变异,拥有类似猫的敏捷性、夜视能力、锋利的爪子，以及超强的平衡感和攀爬能力。,否,0,星标,科斯莫,3,忠诚伙伴,0.0255650818394388,0.0001006957105804,5,0.5186,pic\pic/shield_logo.webp,0.4573
UNION JACK III/JOEY,联合杰克三世/乔伊·查普曼,男,正派,科技,使用高科技装备，包括能量武器、飞行背包和增强战斗服，具备出色的格斗技巧和战术头脑。,否,0,英国超级英雄团队（如：英国队长团队或MI-13）,布莱恩·福斯克（联合杰克二世）,4,团队合作者,0.0255650818394388,0.0003031238437524,12,0.5108,pic\pic/shield_logo.webp,0.3963
"WISDOM, PETER",彼得·威斯登,男,正派,变异,拥有超强直觉和预知能力，能感知危险并做出最佳决策，同时具备出色的格斗技巧和战略思维。,否,0,X战警,X教授,3,孤傲,0.0255650818394388,0.000858437848074,5,0.6442,pic\pic/shield_logo.webp,0.372
MAXIMUS [INHUMAN],马克西姆斯,男,反派,变异,拥有强大的心灵感应和精神控制能力，能操纵他人思想和情绪，是异人族王室成员。,是,0,异人族王室,黑蝠王,8,野心勃勃/阴谋家,0.0255650818394388,0.0005529058626452,2,0.6999,pic\pic/shield_logo.webp,0.1463
"STONE, LT. MARCUS",马库斯·斯通中尉,男,正派,科技,作为神盾局特工，主要依靠高科技装备、战术训练和格斗技能执行任务，无超自然能力。,否,0,神盾局,尼克·弗瑞,3,团队核心,0.0255650818394388,0.0009058900718702,6,0.682,pic\pic/shield_logo.webp,0.3232
"STRUCKER, ANDREA",安德烈亚·斯特拉克,女,反派,科技,作为斯特拉克男爵的女儿，她精通各种先进武器和战术，并领导着九头蛇的精英部队，具备出色的战斗和指挥能力。,否,0,九头蛇,斯特拉克男爵,6,冷酷果断,0.0255650818394388,0.0002340721035003,5,0.6731,pic\pic/shield_logo.webp,0.189
BLAQUESMITH,黑铁匠,男,正派,科技,天才级机械工程师，擅长设计和制造高科技武器与装备，尤其精通动力外骨骼和能量武器系统。,否,0,X战警,野兽,3,技术宅/幕后支援,0.0254091971940763,0.0006173892705221,5,0.712,pic\pic/shield_logo.webp,0.3067
PENANCE/MONET ST. CR,忏悔者/莫奈·圣克罗,女,正派,变异,拥有超人的力量、速度、耐力、飞行能力、自愈能力和心灵感应，是变种人中的全能战士。,否,0,X战警,X教授,7,孤傲,0.0254091971940763,0.0007456014974671,5,0.7466,pic\pic/shield_logo.webp,0.227
RED GUARDIAN III/DR.,红色守卫者III/博士,男,正派,科技,通过高科技装甲获得超级力量、飞行能力、能量发射和增强的防御力，是苏联版本的钢铁侠。,是,1,苏联/俄罗斯超级士兵项目,苏联政府,5,团队核心,0.0252533125487139,0.0003258223897551,2,0.5861,pic\pic/shield_logo.webp,0.3951
"ROBERTSON, RANDY",兰迪·罗伯逊,男,正派,格斗,作为《号角日报》的记者，他拥有出色的调查能力和新闻直觉，但没有超能力。,否,0,号角日报,J·乔纳·詹姆森,1,正直记者,0.0252533125487139,0.0001860785054709,1,0.7211,pic\pic/shield_logo.webp,0.1605
"POWER, DR. JIM",吉姆·鲍尔博士,男,反派,科技,通过实验获得超强体能和能量操控能力，能发射能量冲击波，增强自身力量与速度。,否,0,无固定阵营,无,4,孤傲,0.0252533125487139,0.0008824911701151,4,0.6657,pic\pic/shield_logo.webp,0.1543
GHAUR [DEVIANT],高尔[异人族],男,反派,变异,拥有心灵感应、念力操控、能量投射等强大超能力，是异人族的领袖之一。,否,0,异人族,无,8,孤傲,0.0252533125487139,0.0002587274880751,6,0.6065,pic\pic/shield_logo.webp,0.1728
TEXAS TWISTER/DREW D,德克萨斯旋风/德鲁·D,男,反派,变异,能够通过高速旋转身体制造强大的龙卷风，用于攻击、防御或移动，并能控制风力方向。,否,0,邪恶大师,泽莫男爵,4,团队追随者,0.0250974279033515,4.674488786393854e-05,2,0.2866,pic\pic/shield_logo.webp,0.1491
LIZARD/DR. CURTIS CO,蜥蜴人/科特·康纳斯博士,男,反派,变异,通过蜥蜴血清获得再生能力、超强力量、敏捷性、攀爬能力和部分爬行动物特征，但会失去人性。,是,1,无固定阵营（通常为独立反派）,无,7,孤傲/偏执,0.0250974279033515,0.0008510389435563,1,0.6756,pic\heroes\THE LIZARD.jpg,0.2112
MR. FANTASTIC DOPPEL,神奇先生杜佩尔,男,反派,变异,拥有与神奇先生相似的橡胶般延展身体能力，但能力不稳定且受控于他人，常被反派利用进行伪装或破坏。,否,0,无固定阵营,无,4,受控傀儡,0.024941543257989,0.0001179301064772,5,0.3222,pic\pic/shield_logo.webp,0.0875
DEVIL-SLAYER/ERIC SI,恶魔杀手/埃里克·斯,男,正派,魔法,使用魔法斗篷召唤恶魔、操控阴影、进行空间传送，并拥有强大的近战格斗能力。,否,0,午夜之子,奇异博士,5,孤傲,0.0247856586126266,0.0002785508418148,2,0.3458,pic\pic/shield_logo.webp,0.5975
VANISHER,瞬移者,男,反派,变异,拥有瞬间移动能力，可传送自身或他人至任何已知地点，但需集中精神且距离有限。,否,0,X战警反派/兄弟会,万磁王,4,孤傲,0.0247856586126266,0.0002218514298805,5,0.6152,pic\pic/shield_logo.webp,0.239
"STACY, JILL",吉尔·史黛西,女,正派,格斗,作为纽约警察局警官，具备出色的格斗技巧、射击能力和侦查技能，无超能力。,否,0,纽约警察局,乔治·史黛西,2,坚韧独立,0.0246297739672642,0.0005653587669814,1,0.7776,pic\pic/shield_logo.webp,0.1582
MOLECULE MAN/OWEN RE,分子人/欧文·里斯,男,中立,宇宙能量,拥有操控所有物质分子的能力，可重塑现实，是漫威宇宙中最强大的存在之一。,否,0,无固定阵营,超越者,10,孤傲,0.0246297739672642,0.0001002613754121,2,0.5087,pic\pic/shield_logo.webp,0.0696
MYSTERIO/QUENTIN BEC,神秘客/昆汀·贝克,男,反派,科技,利用全息投影、无人机、化学烟雾和催眠技术制造幻象，欺骗对手，无实际超能力。,是,1,无固定阵营（曾伪装为英雄）,无,7,欺诈大师/表演型人格,0.0246297739672642,0.0012704217755945,1,0.6977,pic\heroes\MYSTERIO_QUENTIN_BEC.jpg,0.1203
BATTLESTAR/LEMAR HOS,战星/勒马尔·霍斯,男,正派,科技,通过超级士兵血清增强体能，身穿高科技战斗服，擅长近战格斗与战术指挥。,否,0,美国密探的搭档/神盾局,美国密探（约翰·沃克）,4,忠诚伙伴/团队支持者,0.0244738893219017,0.0005864041739008,12,0.7048,pic\pic/shield_logo.webp,0.2994
VENOM/EDDIE BROCK,毒液/艾迪·布洛克,男,中立,变异,共生体赋予的超强力量、速度、自愈能力，可变形伪装，对蜘蛛感应免疫，弱点为声波和火焰。,否,3,无固定阵营,无,7,孤傲/双重身份,0.0244738893219017,0.0007518287996357,1,0.7595,pic\heroes\VENOM.jpg,0.0382
MENTOR/ALARS [ETERNA,导师/阿拉尔斯 [永恒族,男,正派,神力,作为永恒族领袖，拥有超强智力、能量操控、飞行、不朽寿命及创造科技的能力。,是,1,永恒族,天神组,3,团队核心,0.0244738893219017,0.0005078243641664,2,0.5413,pic\pic/shield_logo.webp,0.4395
"KINCAID, DR. KEITH",基思·金凯德博士,男,反派,科技,拥有天才级智力，擅长开发先进武器和机器人技术，通过科技装备增强自身战斗能力。,否,0,九头蛇,红骷髅,6,孤傲,0.0244738893219017,0.0003578274648403,6,0.6463,pic\pic/shield_logo.webp,0.1529
SAURON/DR. KARL LYKO,索伦/卡尔·莱科博士,男,反派,变异,拥有变身为翼龙形态的能力，具备飞行、超强力量、再生能力和催眠凝视，能通过咬伤传播变种基因。,否,0,无固定阵营，常与变种人反派合作,无明确导师,7,孤傲/偏执,0.0243180046765393,0.0005065266235768,5,0.6715,pic\heroes\SAURON.jpg,0.0897
"LE FEY, MORGAN",摩根·勒菲,女,反派,魔法,精通强大黑魔法，能操控时间、空间和现实，召唤恶魔，施展诅咒，并拥有不朽生命。,否,0,无固定阵营，常作为独立反派或与黑暗势力结盟,无明确核心导师，但受亚瑟王传说和魔法传统影响,9,孤傲,0.0243180046765393,0.0002670322492727,2,0.5811,pic\heroes\CABLE (NATHAN SUMMERS).jpg,0.109
SWORDSMAN/JACQUES DU,剑客/雅克·杜,男,反派,格斗,精通剑术和武术，使用能量剑，无超能力但格斗技巧高超。,否,0,九头蛇,无明确核心导师,4,孤傲,0.0243180046765393,9.542875943459032e-05,2,0.5192,pic\pic/shield_logo.webp,0.1603
THANOS DOPPELGANGER,灭霸分身,非人类,反派,神力,拥有灭霸的物理力量、耐力、战斗技巧和无限手套的复制品，但缺乏灭霸的智慧和意志力，是魔法创造的复制体。,否,0,无固定阵营,无,7,孤傲,0.0241621200311769,1.6659998569215554e-05,5,0.2618,pic\pic/shield_logo.webp,0.0903
WATER WIZARD/PETE,水巫师/皮特,男,反派,魔法,能够操控水流，制造水龙卷和水墙进行攻击和防御。,否,0,无,无,3,孤傲,0.0240062353858145,0.0002871154395194,12,0.6297,pic\pic/shield_logo.webp,0.1948
