English_Name,Chinese_Name,Gender,Alignment,Power_Type,Detailed_Power,MCU_Presence,Movie_Count,Primary_Team,Mentor_CN,Risk_Level,Social_Style,degree_score,betweenness_score,faction_id,Cross_Index,Image_URL,Loyalty_Score
EPOCH,纪元,男,正派,宇宙能量,能够操控时间，包括时间旅行、时间暂停、加速或减速时间流动，以及观察时间线分支。,否,0,无固定阵营，常与复仇者联盟等英雄合作,无,7,孤傲,0.023850350740452,0.0002020521226877,6,0.5274,pic\pic/shield_logo.webp,0.4314
"CUSHING, KATE",凯特·库欣,女,正派,格斗,没有超能力，但精通格斗技巧、战术策略和武器使用，是神盾局特工。,否,0,神盾局,尼克·弗瑞,3,团队合作,0.023850350740452,0.0003107852384259,1,0.6584,pic\pic/shield_logo.webp,0.2418
ASP II/CLEO,克莱奥/克莱奥,女,正派,科技,通过高科技装备获得蜘蛛侠般的超能力，包括超强力量、敏捷性、攀爬能力和蛛网发射器。,否,0,神盾局,尼克·弗瑞,4,团队合作,0.0236944660950896,0.0002033217410923,12,0.6829,pic\pic/shield_logo.webp,0.1974
BOLT II/CHRIS BRADLE,闪电侠II/克里斯·布拉德利,男,正派,变异,能生成和操控电磁能量，发射闪电束，进行高速飞行，并具备一定的电磁感应能力。,否,0,X战警,X教授,4,团队核心,0.0236944660950896,0.0006841347105136,4,0.585,pic\pic/shield_logo.webp,0.4276
GAEA,盖亚,女,正派,神力,地球的化身，拥有操控自然、生命、大地和能量的神力，是地球的守护者和生命之源。,否,0,天神组/地球守护者,无,10,神秘莫测,0.0236944660950896,0.0001491567143782,6,0.6317,pic\pic/shield_logo.webp,0.3289
ZIRAN,自然,非人类,反派,宇宙能量,掌控自然元素，能操控植物、动物、天气和大地，是地球原始自然力量的化身。,否,0,无固定阵营,无,8,孤傲,0.0236944660950896,0.000157300226151,6,0.5506,pic\pic/shield_logo.webp,0.0789
"HAMMER, JUSTIN",贾斯汀·汉默,男,反派,科技,无超能力，但拥有天才商业头脑和军事工业资源，通过科技武器制造和雇佣反派来达成目的。,是,1,汉默工业,无,6,野心勃勃/善于操纵/双重交易,0.0236944660950896,0.0002463568924702,1,0.7358,pic\pic/shield_logo.webp,0.1908
"SZARDOS, MARGALI",玛格丽·萨尔多斯,女,中立,魔法,精通黑魔法与白魔法，擅长占卜、召唤、变形术，能操控能量与灵魂，是强大的女巫。,否,0,魔法界/罗马尼吉普赛部落,无明确核心导师,7,神秘/孤傲/部落领袖,0.0236944660950896,0.000481726224249,5,0.5935,pic\pic/shield_logo.webp,0.0263
ARCANNA/ARCANNA JONE,阿尔卡娜/阿尔卡娜·琼斯,女,正派,魔法,精通魔法，能操控能量、飞行、制造幻象，并拥有预知能力。,否,0,捍卫者联盟,奇异博士,4,团队核心,0.0236944660950896,0.0009848480396758,6,0.6616,pic\pic/shield_logo.webp,0.3026
"CHENEY, LILA",莱拉·切尼,女,反派,科技,拥有先进的网络黑客技术，能入侵并控制神盾局等组织的安全系统，擅长信息战和电子干扰。,否,0,九头蛇,亚历山大·皮尔斯,6,双重间谍,0.0236944660950896,0.0001360684255347,5,0.5718,pic\pic/shield_logo.webp,0.1053
THUNDERBIRD III/NEAL,雷鸟三世/尼尔,男,正派,变异,拥有超人的力量、速度、耐力、飞行能力以及能量吸收和释放雷电的能力。,否,0,X战警,X教授,5,团队核心,0.0235385814497272,0.0005115726908778,5,0.5474,pic\pic/shield_logo.webp,0.4305
SILVERMANE/SILVIO MA,银鬃/西尔维奥·马,男,反派,科技,通过实验获得超强力量和耐力，使用机械外骨骼增强战斗能力，是纽约黑帮头目。,否,0,无固定阵营（主要作为蜘蛛侠反派）,无,5,孤傲/犯罪头目,0.0235385814497272,0.0003945991592216,1,0.7225,pic\pic/shield_logo.webp,0.1722
EGO,伊戈,非人类,反派,宇宙能量,拥有古老宇宙意识，能操控物质、创造分身、吸收生命能量，核心是一颗活体行星。,是,1,无固定阵营,无,9,孤傲,0.0235385814497272,0.0007433705641863,2,0.5681,pic\heroes\EGO.jpg,0.106
ORACLE/LADY SIBYL,神谕/女先知,女,中立,魔法,拥有预知未来的能力，通过魔法仪式或水晶球揭示潜在事件，但预言常具模糊性。,否,0,无固定阵营,无,3,神秘莫测,0.0235385814497272,0.0003403846245379,5,0.5695,pic\pic/shield_logo.webp,0.0132
DRACULA/VLAD TEPES,德古拉/弗拉德·采佩什,非人类,反派,魔法,吸血鬼始祖，拥有超强力量、速度、再生能力，可变形为蝙蝠或雾，通过咬伤传播诅咒。,否,0,吸血鬼部族,无,8,孤傲,0.0233826968043647,0.0015087288856968,2,0.6554,pic\pic/shield_logo.webp,0.0867
PROWLER/HOBIE BROWN,潜行者/霍比·布朗,男,反派,科技,通过高科技装备获得强化力量、敏捷度、攀爬能力和能量冲击，并配备爪子和滑翔翼等武器。,否,0,无固定核心阵营,无,4,孤傲,0.0233826968043647,0.0008238325768529,1,0.6731,pic\pic/shield_logo.webp,0.1467
SCANNER II,扫描者二世,女,反派,科技,拥有高科技扫描与信息处理能力，能入侵电子系统、分析目标弱点，并配备能量武器进行战斗。,否,0,九头蛇,红骷髅,6,双重间谍,0.0233826968043647,0.0001097832291818,5,0.576,pic\pic/shield_logo.webp,0.1267
BOX IV/MADISON JEFFR,盒子四号/麦迪逊·杰弗,女,正派,科技,通过高科技外骨骼装甲获得超强力量、飞行能力、能量武器和防御力场。,否,0,阿尔法飞行队,罗杰·布伊西,4,团队合作者,0.0233826968043647,0.000724747703823,5,0.6502,pic\pic/shield_logo.webp,0.34
"WINGFOOT, WYATT",飞足，怀亚特,男,正派,科技,通过高科技靴子获得飞行能力，具备空中格斗技巧和战术分析能力。,否,0,神盾局,尼克·弗瑞,3,忠诚下属,0.0232268121590023,0.0002425954401009,2,0.7039,pic\pic/shield_logo.webp,0.2617
"MERRYWEATHER, IRENE",艾琳·梅里韦瑟,女,反派,科技,作为九头蛇特工，擅长使用高科技武器和装备进行战斗与情报活动。,否,0,九头蛇,红骷髅,4,双重间谍,0.0232268121590023,0.0021604630280189,11,0.8026,pic\pic/shield_logo.webp,0.094
"POWER, MARGARET",玛格丽特·鲍尔,女,反派,变异,拥有超人的力量、速度和耐力，能发射能量冲击波，并具备飞行能力。,否,0,邪恶大师,泽莫男爵,6,忠诚追随者,0.0232268121590023,0.0008317471909393,4,0.6484,pic\pic/shield_logo.webp,0.1544
DORMAMMU,多玛姆,非人类,反派,魔法,黑暗维度的主宰，拥有近乎无限的魔法力量，能操控黑暗能量、扭曲现实、创造维度，并几乎不朽。,是,1,无固定阵营（黑暗维度势力）,无,10,孤傲,0.0232268121590023,0.0031928488141512,9,0.7188,pic\pic/shield_logo.webp,0.1007
NIGHTHAWK/KYLE RICHM,夜鹰/凯尔·里奇蒙,男,正派,科技/格斗,精通武术和侦探技能，使用高科技装备如滑翔翼和夜视镜，无超能力但体能卓越。,否,0,捍卫者联盟,无明确核心导师,3,孤傲/侦探风格,0.0230709275136399,0.0002837609709708,2,0.3246,pic\pic/shield_logo.webp,0.6081
WHIZZER III/JAMES SA,疾速侠三世/詹姆斯·萨,男,正派,变异,拥有超人类速度，能高速移动、快速反应和制造冲击波，速度接近音速。,否,0,复仇者联盟,美国队长,3,团队合作者,0.0230709275136399,0.0002253961882274,1,0.6737,pic\pic/shield_logo.webp,0.3378
"LUBENSKI, NATE","卢本斯基, 内特",男,中立,科技,精通先进武器和战术装备，具备高超的战术分析能力，无超自然能力。,否,0,神盾局,尼克·弗瑞,3,冷静分析,0.0230709275136399,0.0001936962348551,1,0.6476,pic\pic/shield_logo.webp,0.0473
"ROBERTSON, MARTHA",玛莎·罗伯逊,女,正派,格斗,无超能力，作为《号角日报》记者，擅长调查报道，是蜘蛛侠彼得·帕克的同事和盟友。,否,0,号角日报,J·乔纳·詹姆森,1,友善正直,0.0230709275136399,0.0004629782689373,1,0.6721,pic\pic/shield_logo.webp,0.1824
EEL II/EDWARD LAVELL,鳗人二世/爱德华·拉维尔,男,反派,变异,拥有鳗鱼般的滑行、水下呼吸能力，皮肤可分泌粘液，具备一定水下战斗技巧。,否,0,邪恶大师,鳗人一世/利奥波德·斯特赖克,3,追随者,0.0229150428682774,0.0002499613535402,12,0.5978,pic\pic/shield_logo.webp,0.2517
"SIKORSKY, RAYMOND",雷蒙德·西科尔斯基,男,正派,科技,神盾局高级特工，无超能力，但精通情报分析、战术指挥和多种格斗技巧，是神盾局内部的重要智囊。,否,0,神盾局,尼克·弗瑞,3,冷静理智,0.0229150428682774,0.0001329138004279,12,0.5635,pic\pic/shield_logo.webp,0.3946
KRISTOFF/KRISTOFF VE,克里斯托夫·维尔纳夫,男,反派,科技,通过毁灭博士的科技改造获得超人类体能、能量发射和飞行能力，并继承了毁灭博士的部分知识。,否,0,毁灭博士阵营,毁灭博士,6,忠诚追随者,0.0229150428682774,0.0002810212788071,2,0.566,pic\pic/shield_logo.webp,0.1973
MANTIS/? BRANDT,螳螂女/布兰特,女,正派,宇宙能量,拥有强大的心灵感应能力，能感知和影响他人情绪，甚至安抚或催眠目标。,是,3,银河护卫队,星爵,3,天真善良,0.0229150428682774,8.341109056535914e-05,2,0.5751,pic\heroes\MANTIS___BRANDT.jpg,0.3741
RINTRAH,林特拉,非人类,正派,魔法,林特拉是魔法生物，拥有强大的魔法能力，能够操控神秘能量进行防御、攻击和传送，是奇异博士的盟友。,是,1,至尊圣所,古一,3,忠诚盟友,0.022759158222915,0.0002947661676368,9,0.6172,pic\pic/shield_logo.webp,0.3836
SHOCKER/HERMAN SCHUL,震荡者/赫尔曼·舒尔,男,反派,科技,使用自制的振动手套和护甲，能产生强力冲击波，用于攻击、破坏或防御，但依赖装备。,是,1,无固定阵营，常为雇佣罪犯或独立反派,无,4,孤傲,0.022759158222915,0.0002217251307077,1,0.6505,pic\heroes\SHOCKER_HERMAN_SCHUL.jpg,0.2466
RED WOLF III/WILL TA,红狼三世/威尔·塔,男,正派,格斗,精通格斗技巧、追踪与生存技能，使用传统武器如弓箭和战斧，无超自然能力。,否,0,复仇者联盟,鹰眼,3,团队合作者,0.022759158222915,0.000341674332155,2,0.28,pic\pic/shield_logo.webp,0.5959
PHOENIX II,凤凰女二代,女,正派,宇宙能量,继承凤凰之力碎片，拥有强大的心灵感应、念动力和能量操控能力，能释放毁灭性宇宙火焰。,否,0,X战警,琴·葛蕾,8,孤傲,0.0226032735775526,0.0001163341986153,5,0.6311,pic\heroes\PHOENIX FORCE.jpg,0.2897
PLUTO [OLYMPIAN],冥王[奥林匹亚],非人类,反派,神力,作为希腊神话冥界之神，拥有操控死亡、灵魂、黑暗能量的神力，能召唤亡灵，掌控冥界领域。,否,0,奥林匹亚众神,无,9,孤傲,0.0226032735775526,0.0003385342827041,6,0.6621,pic\pic/shield_logo.webp,0.131
KRO [DEVIANT],克罗[异变族],非人类,反派,变异,异变族首领，拥有超强再生能力、变形能力、能量吸收和发射，能操控其他异变族。,是,1,异变族,天神族,8,孤傲,0.0226032735775526,0.000428097146,6,0.6696,pic\pic/shield_logo.webp,0.1172
"LANG, CASSANDRA CASS",凯西·朗,女,正派,科技,使用蚁人战衣，可缩小至亚原子级别并保留正常力量，控制蚂蚁等昆虫，通过皮姆粒子实现大小变化。,是,2,复仇者联盟,斯科特·朗,3,团队核心,0.0226032735775526,0.0003195653951423,2,0.5908,pic\pic/shield_logo.webp,0.3793
DAREDEVIL DOPPELGANG,夜魔侠复制体,男,反派,变异,拥有与夜魔侠完全相同的超感官能力，包括超级听觉、触觉、嗅觉、味觉及雷达感官，但缺乏夜魔侠的格斗技巧与道德准则。,否,0,无固定阵营,无,4,孤傲,0.0226032735775526,7.285619828126419e-05,5,0.268,pic\pic/shield_logo.webp,0.0897
TOMBSTONE/LONNIE THO,墓碑/朗尼·汤姆森,男,反派,变异,通过实验获得超强力量、速度、耐力，皮肤如石头般坚硬，牙齿锋利如獠牙。,否,0,无固定阵营，常作为雇佣反派或独立行动,无明确导师,6,孤傲/暴力倾向,0.0226032735775526,0.0006202986366842,1,0.7875,pic\pic/shield_logo.webp,0.1103
ROMA,罗马,女,正派,魔法,拥有强大的魔法能力，能操控现实、创造维度，是多元宇宙的守护者之一。,否,0,英国队长军团,梅林,8,孤傲,0.0226032735775526,0.0003741633248161,5,0.6328,pic\pic/shield_logo.webp,0.3103
MAN-KILLER/KATRINA L,杀人魔/卡特里娜·L,女,反派,科技,通过强化战斗服获得超级力量、速度和耐力，擅长格斗与暗杀，装备有致命武器。,否,0,无固定阵营（常作为雇佣兵或独立反派）,无,6,孤傲,0.0226032735775526,0.0002652524171708,12,0.618,pic\pic/shield_logo.webp,0.2069
"JONES, CHARLOTTE",夏洛特·琼斯,女,正派,变异,拥有超强的心灵感应能力，能够读取他人思想并进行精神攻击，同时具备预知未来的潜力。,否,0,X战警,X教授,5,内向谨慎,0.0224473889321901,0.000335898864493,5,0.6362,pic\pic/shield_logo.webp,0.3889
GREY GARGOYLE/PAUL P,灰石像鬼/保罗·皮埃尔·杜瓦尔,男,反派,魔法,通过触摸将生物或物体瞬间转化为石头，自身可石化并保持意识活动，拥有超强力量和耐久性。,否,0,无固定阵营，常作为独立反派或临时加入反派组织,无,7,孤傲,0.0224473889321901,0.0002660646066479,2,0.5917,pic\pic/shield_logo.webp,0.2222
"CORTEZ, FABIAN",法比安·科尔特斯,男,反派,科技,拥有超强体能、敏捷性和耐力，精通多种格斗技巧，配备高科技装备如能量武器和防护服。,否,0,九头蛇,红骷髅,4,忠诚执行者,0.0224473889321901,0.0001151840049793,5,0.5609,pic\pic/shield_logo.webp,0.1319
QUICKSAND,流沙,女,反派,变异,能够将身体转化为沙状物质，控制沙子进行攻击、防御和变形，并能通过沙子感知周围环境。,否,0,邪恶大师,暂无明确核心导师,5,孤傲,0.0222915042868277,0.0001268596019335,12,0.6042,pic\pic/shield_logo.webp,0.2098
KARKAS [DEVIANT],卡卡斯[异人族],非人类,中立,变异,拥有超强力量和耐力，皮肤坚硬如岩石，是异人族基因突变产物，智力相对较低。,否,0,异人族,黑蝠王,3,忠诚追随者,0.0222915042868277,0.000375928283929,6,0.6449,pic\pic/shield_logo.webp,0.035
"DRUMM, JERICHO",杰里科·德拉姆,男,反派,魔法,作为至尊法师的宿敌，精通黑魔法，能召唤恶魔、操控黑暗能量，并拥有强大的魔法攻击和防御能力。,否,0,无固定阵营，常作为独立反派或与黑暗势力合作,无明确导师，自学黑魔法,8,孤傲,0.0222915042868277,0.0019535450661815,2,0.3476,pic\pic/shield_logo.webp,0.1049
"TOWER, BLAKE",布莱克·托尔,男,反派,科技,拥有高科技装备和武器，擅长战术策划与电子战，具备出色的战斗技巧和领导能力。,否,0,九头蛇,红骷髅,7,孤傲,0.0221356196414653,0.0006989540842576,1,0.7185,pic\pic/shield_logo.webp,0.1197
MASTER/ESHU,大师/埃舒,男,反派,魔法,作为非洲巫毒神祇，拥有强大的魔法能力，包括变形、操控现实、召唤亡灵和制造幻象。,否,0,无固定核心阵营，常作为独立反派或与巫毒相关角色对抗,无,7,孤傲,0.0221356196414653,0.0003932663219818,5,0.6157,pic\pic/shield_logo.webp,0.169
HAMMERHEAD,锤头,男,反派,科技,通过手术将头骨替换为坚不可摧的金属，拥有超强头部撞击能力，精通街头格斗和枪械使用。,否,0,纽约黑帮/犯罪组织,无明确核心导师,4,冷酷/暴力/黑帮头目,0.0221356196414653,0.0003051376390966,1,0.6945,pic\pic/shield_logo.webp,0.2113
VOLCANA/MARSHA ROSEN,火山女/玛莎·罗森,女,反派,变异,身体可转化为熔岩形态，产生并操控高温岩浆，免疫火焰伤害。,否,0,邪恶大师,暂无明确核心导师,5,孤傲,0.0221356196414653,8.750015316840401e-05,2,0.4608,pic\pic/shield_logo.webp,0.2535
VALINOR,瓦林诺,非人类,中立,宇宙能量,作为宇宙实体，拥有操控现实、能量投射和跨维度旅行的能力，通常以星球形态存在。,否,0,宇宙实体/独立存在,无,8,孤傲,0.0221356196414653,0.0001757623742158,2,0.3063,pic\pic/shield_logo.webp,0.0352
NIGHTMARE/EDVARD HAB,梦魇/爱德华·哈布,非人类,反派,魔法,作为梦之维度的统治者，能操控梦境、入侵他人梦境、制造恐怖幻象，并利用恐惧增强自身力量。,否,0,无固定阵营,无,7,孤傲,0.0221356196414653,0.0006505141739278,9,0.7387,pic\pic/shield_logo.webp,0.0775
EBONY,埃博尼,非人类,反派,宇宙能量,拥有强大的宇宙能量操控能力，能进行空间传送、能量投射和精神控制，是灭霸的黑暗使者之一。,是,1,灭霸军团,灭霸,7,冷酷执行者,0.0221356196414653,0.0008160197342499,2,0.5054,pic\pic/shield_logo.webp,0.1761
"GREY, ELAINE",伊莱恩·格雷,女,正派,变异,拥有心灵感应、念动力、能量操控等强大变种能力，潜力巨大但需控制。,否,0,X战警,查尔斯·泽维尔,8,孤傲,0.0221356196414653,4.280818887309811e-05,5,0.509,pic\pic/shield_logo.webp,0.4085
LEGION II/DAVID HALL,军团二世/大卫·霍尔,男,反派,变异,拥有超强心灵感应和心灵控制能力，能操纵他人思想、制造幻觉，并能进行精神攻击。,否,0,地狱火俱乐部,塞巴斯蒂安·肖,7,孤傲,0.0221356196414653,6.431573656059525e-05,5,0.5339,pic\heroes\LEGION.jpg,0.1127
MASTERMIND/JASON WYN,大师/杰森·温,男,反派,变异,拥有强大的心灵感应能力，能制造逼真的幻觉、操控他人思想，并读取记忆。,否,0,地狱火俱乐部,塞巴斯蒂安·肖,8,阴谋家,0.0221356196414653,0.0003224885063875,5,0.617,pic\pic/shield_logo.webp,0.1831
CAPTAIN MARVEL III/G,惊奇队长III/G,女,正派,宇宙能量,拥有宇宙能量赋予的飞行、超强力量、能量吸收与释放、超光速飞行及宇宙感知能力。,否,0,复仇者联盟,惊奇队长（卡罗尔·丹弗斯）,7,团队核心,0.0221356196414653,0.0011395400088097,2,0.7495,pic\pic/shield_logo.webp,0.2676
IRONCLAD,铁甲,男,反派,变异,通过实验获得超强力量、耐力、皮肤硬化能力，能承受极端物理攻击，但精神不稳定。,否,0,邪恶大师,泽莫男爵,6,暴力冲动,0.0221356196414653,0.0001495753494429,2,0.5587,pic\pic/shield_logo.webp,0.1901
SERGEI,谢尔盖,男,反派,科技,通常指代“红卫兵”谢尔盖·克拉维诺夫，苏联时期改造的超级士兵，拥有超人的力量、速度、耐力和格斗技巧。,否,0,苏联超级士兵项目/红卫兵,无明确核心导师,4,孤傲/忠诚于国家,0.0219797349961028,0.0002547164936634,6,0.5646,pic\pic/shield_logo.webp,0.1489
M,M,女,正派,变异,拥有强大的心灵感应能力，能读取、操控他人思维，制造精神攻击，并具备飞行和能量投射能力。,否,0,X战警,X教授,6,孤傲,0.0219797349961028,0.0006342950761097,5,0.7181,pic\heroes\BUFFY SUMMERS.jpg,0.227
KRAVEN THE HUNTER/SE,猎人克莱文/谢尔盖·克拉维诺夫,男,反派,变异,通过饮用神秘药水获得超人类力量、速度、敏捷性和感官，精通狩猎技巧和格斗术，能短暂与动物沟通。,否,0,邪恶六人组,无,7,孤傲,0.0219797349961028,0.0003348940355129,1,0.5759,pic\pic/shield_logo.webp,0.1844
IRON MAN DOPPELGANGE,钢铁侠替身,非人类,反派,科技,由奥创创造的机器人，外形和能力模仿钢铁侠，拥有能量炮、飞行和战斗技能。,否,0,奥创军团,奥创,5,服从指令,0.0218238503507404,1.2537096686614089e-05,5,0.1991,pic\pic/shield_logo.webp,0.0929
PORCUPINE/ALEX GENTR,豪猪/亚历克斯·金特,男,反派,科技,身穿高科技豪猪战甲，具备超强防御、能量发射和近战攻击能力。,否,0,无固定阵营,无,4,孤傲,0.0218238503507404,0.0001159147877592,2,0.5156,pic\pic/shield_logo.webp,0.3
"COUNT NEFARIA, LUCHI",卢奇·内法里亚伯爵,男,反派,科技,通过离子能量强化获得超级力量、速度、耐力、飞行能力及能量投射，但依赖设备维持。,否,0,雷霆特工队/邪恶大师,无,8,孤傲,0.0218238503507404,0.0002159491704274,2,0.6662,pic\pic/shield_logo.webp,0.1143
STRANGER,陌生人,非人类,反派,宇宙能量,拥有近乎全能的神级力量，包括宇宙能量操控、物质重组、维度旅行、创造生命、心灵感应等，是宇宙级实体。,否,0,无固定阵营,无,10,孤傲,0.0218238503507404,0.0003054189861241,6,0.5501,pic\pic/shield_logo.webp,0.1643
BOVA,波娃,女,正派,变异,拥有牛头人身，具备超常力量、耐久力和智力，能进行心灵感应和跨维度感知。,否,0,英国队长军团,梅林,3,智慧守护者,0.0218238503507404,0.0002676153055489,2,0.6329,pic\pic/shield_logo.webp,0.3786
RED GUARDIAN V,红色守卫者五号,男,正派,科技,通过苏联超级士兵血清强化，拥有超人的力量、耐力、速度和反应能力，精通各种武器和格斗技巧。,是,1,苏联超级士兵计划,阿列克谢·肖斯塔科夫,4,忠诚战士,0.0218238503507404,0.0001290528325269,12,0.5565,pic\pic/shield_logo.webp,0.4071
MADAME MASQUE/GIULIE,面具夫人/朱莉,女,反派,科技/格斗,精通格斗技巧，使用高科技面具和武器，擅长伪装和间谍活动。,否,0,九头蛇/独立反派,无明确导师,6,孤傲/双重间谍,0.0218238503507404,0.0001121398886084,2,0.7015,pic\pic/shield_logo.webp,0.1286
S'YM,赛姆,非人类,反派,魔法,恶魔形态，拥有超强力量、耐力、飞行能力，并能操控黑暗能量和召唤恶魔仆从。,否,0,地狱火俱乐部,黑皇后塞勒涅,7,忠诚仆从,0.021667965705378,0.0001423481452786,5,0.5522,pic\pic/shield_logo.webp,0.1727
ANGAR THE SCREAMER/D,尖叫者安加尔/D,男,反派,变异,通过声波攻击，能发出高频尖叫，造成物理伤害和精神干扰，使目标痛苦或失去行动能力。,否,0,无固定核心阵营,无,4,孤傲,0.021667965705378,0.0001869681740737,2,0.6857,pic\pic/shield_logo.webp,0.2806
X-RAY,X射线,男,反派,变异,能够发射高强度X射线，穿透物体并造成伤害，自身对辐射有一定抵抗力。,否,0,无固定核心阵营（常作为雇佣反派或独立行动）,无明确导师,4,孤傲,0.021667965705378,0.0001445462351144,2,0.5517,pic\pic/shield_logo.webp,0.1942
CLOWN/CRAFTY ELIOT F,小丑/狡猾的埃利奥特·F,男,反派,科技,精通各种高科技装备和武器，擅长制造混乱和恐怖袭击，无超自然能力。,否,0,无固定阵营,无,4,孤傲,0.021667965705378,0.0002594865192031,12,0.6213,pic\pic/shield_logo.webp,0.1223
"MCLAREN, MEGAN",梅根·麦克拉伦,女,反派,科技,精通先进科技装备，擅长使用高科技武器和战术，具备出色的战斗技巧和情报分析能力。,否,0,九头蛇,红骷髅,4,双重间谍,0.021667965705378,7.992592769577239e-05,2,0.4724,pic\pic/shield_logo.webp,0.1583
ARCLIGHT/PHILLIPA SO,弧光/菲利帕·索,女,反派,变异,通过跺脚或拍手产生强大的地震波，能震碎建筑物、引发地面裂缝，并造成眩晕效果。,否,0,掠夺者,万磁王,6,忠诚追随者,0.021667965705378,0.000155612114343,5,0.5813,pic\pic/shield_logo.webp,0.2446
EXODUS/BENNET DUPARI,出埃及记/本内特·杜帕里,男,反派,变异,拥有强大的心灵感应和心灵控制能力，能进行精神攻击、制造幻象、读取思想，并具备飞行和能量投射能力。,否,0,变种人兄弟会,万磁王,8,狂热信徒,0.0215120810600155,9.630241270764772e-05,5,0.559,pic\pic/shield_logo.webp,0.1667
"ROSS, EVERETT KENNET",埃弗雷特·肯尼特·罗斯,男,正派,格斗,无超能力，但精通军事战术、格斗技巧和武器使用，是经验丰富的特种部队指挥官。,是,约3部,美国军方/联合国特别行动组,无明确核心导师,3,纪律严明/忠诚可靠/军方作风,0.0215120810600155,0.0002199491172443,1,0.6459,pic\pic/shield_logo.webp,0.3188
GAMMENON [CELESTIAL],伽玛农[天神],非人类,中立,宇宙能量,作为天神组成员，拥有创造和毁灭星系的宇宙级力量，能操控能量和物质，近乎不朽。,否,0,天神组,无,10,孤傲,0.0215120810600155,0.0001782174713617,6,0.5642,pic\pic/shield_logo.webp,0.058
BLACK TOM CASSIDY,黑汤姆·卡西迪,男,反派,变异,能控制植物生长，与植物共生并从中汲取能量，增强力量与耐力，可发射能量冲击波。,否,0,地狱火俱乐部,塞巴斯蒂安·肖,6,孤傲,0.0215120810600155,0.0001834086395011,5,0.6448,pic\pic/shield_logo.webp,0.1304
COLLECTIVE MAN,集体人,男,反派,变异,由五胞胎兄弟组成，可合体为巨大战士，共享感官与思维，力量、速度、耐力大幅增强。,否,0,人民保卫力量,无,4,团队协作,0.0215120810600155,0.000166658805241,2,0.1217,pic\pic/shield_logo.webp,0.1304
DEFENSOR,防御者,男,正派,科技,通过高科技装甲获得飞行、能量护盾、能量冲击波和超强防御力，擅长战术分析和团队支援。,否,0,复仇者联盟,托尼·斯塔克,3,团队支援,0.0213561964146531,1.0725552256116192e-05,2,0.1087,pic\heroes\DEFENSOR.jpg,0.6788
"PEREGRINE, LE/FRANCK",游隼/弗兰克·勒,男,反派,科技,使用高科技飞行翼进行空中作战，配备能量武器和增强型装甲，具备出色的飞行机动性和战术打击能力。,否,0,九头蛇,红骷髅,6,忠诚执行者,0.0213561964146531,0.0003656295035324,2,0.2135,pic\pic/shield_logo.webp,0.1387
"BANNON, LANCE",兰斯·班农,男,反派,科技,精通先进武器和战术装备，擅长使用高科技武器和装甲进行战斗，具备出色的战略指挥能力。,否,0,九头蛇,红骷髅,6,冷酷高效,0.0213561964146531,7.89047447256533e-05,1,0.6406,pic\pic/shield_logo.webp,0.219
CERISE II [SHI'AR],樱桃二世[希阿],女,正派,宇宙能量,能够操控宇宙能量，形成能量护盾和能量攻击，具备飞行能力，是希阿帝国皇家卫队成员。,否,0,希阿帝国皇家卫队,无明确核心导师,4,忠诚战士,0.0213561964146531,0.0001211422606008,5,0.487,pic\pic/shield_logo.webp,0.4453
VECTOR,矢量,男,反派,变异,能够控制物体运动的方向和速度，包括子弹、车辆等，使其按自己意愿移动。,否,0,邪恶大师,暂无明确导师,5,孤傲,0.0213561964146531,0.0001027713999312,2,0.5379,pic\pic/shield_logo.webp,0.1971
SLEEPWALKER,梦游者,男,正派,魔法,能够进入并操控他人的梦境，在梦境中拥有超强力量，并能将梦境中的事物部分带入现实。,否,0,午夜之子,奇异博士,4,孤傲,0.0213561964146531,0.0013676999559978,8,0.6179,pic\pic/shield_logo.webp,0.3577
